Gene	Resolved_Isoform
LOC725478	XP_003251133.1
LOC725479	XP_026297066.1
LOC725480	XP_001121323.1
LOC725481	XP_016768667.1
LOC725482	XP_026297430.1
LOC725483	XP_016768876.1
LOC725485	XP_026298237.1
LOC725486	XP_026298460.1
LOC725489	XP_016773400.2
LOC725491	XP_026295029.1
LOC725492	XP_026296857.1
LOC725494	XP_001121331.2
LOC725495	XP_001121332.3
LOC725496	XP_001121333.2
LOC725498	XP_016770967.1
LOC725500	XP_026300245.1
LOC725501	XP_006558558.3
LOC725502	XP_001121339.1
LOC725503	XP_016772110.2
LOC725504	XP_006561049.3
LOC725505	XP_026301239.1
LOC725506	XP_026294829.1
LOC725510	XP_001121347.2
LOC725511	XP_006567803.2
LOC725512	XP_006560091.1
LOC725513	XP_006570949.1
LOC725515	XP_006564329.1
LOC725516	XP_006568346.2
LOC725518	XP_001121355.3
LOC725523	XP_006572257.1
LOC725524	XP_026297294.1
LOC725527	XP_016772982.1
LOC725528	XP_001121363.2
LOC725529	XP_026296678.1
LOC725530	XP_006561216.2
LOC725532	XP_001121365.2
LOC725536	XP_001121369.1
LOC725538	XP_001121371.2
LOC725539	XP_026299115.1
LOC725540	XP_006570422.1
LOC725541	XP_026300183.1
LOC725542	XP_001121375.2
LOC725543	XP_001121376.4
LOC725546	XP_026295770.1
LOC725547	XP_026296145.1
LOC725548	XP_026296237.1
LOC725550	XP_001121383.2
LOC725551	XP_026296431.1
LOC725552	XP_006569964.1
LOC725555	XP_026297422.1
LOC725556	XP_026297904.1
LOC725557	XP_006561931.1
LOC725558	XP_026298427.1
LOC725562	XP_026298955.1
LOC725563	XP_026298732.1
LOC725565	XP_001120134.2
LOC725566	XP_001120412.2
LOC725568	XP_001120653.1
LOC725569	XP_026296357.1
LOC725570	XP_006561353.1
LOC725571	XP_006564672.2
LOC725572	XP_001120479.1
LOC725573	XP_001120020.1
LOC725574	XP_006562011.1
LOC725575	XP_003250560.1
LOC725576	XP_001121399.3
LOC725577	XP_006562930.1
LOC725578	XP_006565580.1
LOC725579	XP_026298919.1
LOC725580	XP_006558096.1
LOC725581	XP_026299840.1
LOC725583	XP_001121406.2
LOC725584	XP_006560031.3
LOC725586	XP_001121410.2
LOC725587	XP_016772480.1
LOC725588	XP_026295020.1
LOC725589	XP_006569064.1
LOC725590	XP_001121415.2
LOC725591	XP_026295156.1
LOC725592	XP_001121418.2
LOC725593	XP_026297254.1
LOC725594	XP_016768681.1
LOC725595	XP_003249898.2
LOC725596	XP_006561784.1
LOC725598	XP_026298728.1
LOC725599	XP_001121426.2
LOC725603	XP_026298960.1
LOC725606	XP_026295759.1
LOC725607	XP_006565025.1
LOC725609	NP_001129659.1
LOC725611	XP_026299029.1
LOC725612	XP_006562923.1
LOC725613	XP_026299064.1
LOC725614	XP_001121441.3
LOC725615	XP_006566543.1
LOC725616	XP_006570429.1
LOC725617	XP_006561257.1
LOC725618	XP_016770896.2
LOC725619	XP_026300580.1
LOC725620	XP_003249386.1
LOC725621	XP_026300962.1
LOC725622	XP_001121449.1
LOC725623	XP_006563433.2
LOC725625	XP_001121453.1
LOC725626	XP_006568824.1
LOC725627	XP_026295820.1
LOC725628	XP_006567972.1
LOC725629	XP_006557555.1
LOC725630	XP_016768078.2
LOC725632	XP_006568348.2
LOC725633	XP_001121462.1
LOC725634	XP_016769437.1
LOC725638	XP_001121467.2
LOC725641	XP_001120607.1
LOC725642	XP_006566937.1
LOC725645	XP_006560665.1
LOC725646	XP_001120250.2
LOC725647	XP_001120419.1
LOC725649	XP_001121471.3
LOC725651	XP_001121473.2
LOC725653	XP_016769773.1
LOC725654	XP_006565585.2
LOC725656	XP_016770927.1
LOC725659	XP_001121481.1
LOC725660	XP_026301196.1
LOC725661	XP_001121483.3
LOC725662	XP_026301617.1
LOC725664	XP_026295594.1
LOC725665	XP_006567330.1
LOC725668	XP_006565519.1
LOC725669	XP_001121491.2
LOC725670	XP_026298006.1
LOC725671	XP_001121493.2
LOC725673	XP_026297298.1
LOC725675	XP_006562875.3
LOC725678	XP_001120355.1
LOC725679	XP_006563855.1
LOC725680	XP_006572124.1
LOC725681	XP_006565618.1
LOC725682	XP_001121499.3
LOC725683	XP_006568622.1
LOC725684	XP_006571419.1
LOC725685	XP_016769771.1
LOC725686	XP_001121503.2
LOC725687	XP_026299548.1
LOC725688	XP_001121505.2
LOC725689	XP_006566328.3
LOC725690	XP_001121507.2
LOC725696	XP_001121513.2
LOC725697	XP_016766274.1
LOC725698	XP_026295459.1
LOC725699	XP_026295378.1
LOC725700	XP_006569916.1
LOC725701	XP_026296144.1
LOC725703	XP_001121520.2
LOC725704	XP_016767869.2
LOC725705	XP_001121522.1
LOC725706	XP_016768252.1
LOC725707	XP_026297149.1
LOC725708	XP_001121525.2
LOC725710	XP_006561935.1
LOC725711	XP_026300879.1
LOC725712	XP_006571525.1
LOC725717	XP_001120353.2
LOC725718	XP_006569061.1
LOC725719	XP_001120416.2
LOC725720	XP_006562017.1
LOC725724	XP_001121536.2
LOC725725	XP_003251779.1
LOC725727	XP_001121539.3
LOC725729	XP_001121541.1
LOC725732	XP_026296745.1
LOC725733	XP_006567964.2
LOC725734	XP_001121546.2
LOC725736	XP_016771975.2
LOC725740	XP_001121552.2
LOC725742	XP_001120244.1
LOC725743	XP_001120520.1
LOC725744	XP_006569554.2
LOC725745	XP_001121554.3
LOC725746	XP_006563316.1
LOC725747	XP_001121556.1
LOC725748	XP_016769071.1
LOC725749	XP_016769925.1
LOC725750	XP_016770677.1
LOC725753	XP_003249670.1
LOC725754	XP_026301014.1
LOC725755	XP_006563442.2
LOC725756	XP_001121565.2
LOC725757	XP_001121566.1
LOC725758	XP_001121567.1
LOC725760	XP_001121569.3
LOC725761	XP_016768282.1
LOC725762	XP_001121571.1
LOC725764	XP_001121573.2
LOC725765	XP_026297961.1
LOC725766	XP_001121575.2
LOC725770	XP_026297040.1
LOC725774	XP_016767859.1
LOC725775	XP_006565039.1
LOC725776	XP_006568624.2
LOC725780	XP_026299644.1
LOC725781	XP_001121588.2
LOC725782	XP_026299385.1
LOC725783	XP_006565301.2
LOC725784	XP_006564963.1
LOC725786	XP_001121593.3
LOC725788	XP_016772475.1
LOC725789	XP_001121596.2
LOC725791	XP_001121598.1
LOC725792	XP_026295430.1
LOC725793	XP_001121600.2
LOC725795	XP_026296545.1
LOC725796	XP_006567959.1
LOC725797	XP_003251085.1
LOC725798	XP_006570251.1
LOC725799	XP_001121606.2
LOC725800	XP_006561359.2
LOC725801	XP_006571051.2
LOC725803	XP_006561539.1
LOC725804	XP_006568331.1
LOC725807	XP_026298454.1
LOC725811	XP_006558354.1
LOC725812	XP_016772008.1
LOC725813	XP_001120478.2
LOC725814	XP_026297134.1
LOC725816	XP_003250116.1
LOC725817	XP_001121619.2
LOC725818	XP_006570204.1
LOC725819	XP_026299413.1
LOC725821	NP_001265635.1
LOC725822	XP_006566766.1
LOC725823	XP_001121625.2
LOC725824	XP_016772014.1
LOC725826	XP_026302171.1
LOC725828	XP_001121629.2
LOC725829	XP_026295617.1
LOC725830	XP_016766900.1
LOC725831	XP_006569323.1
LOC725832	XP_001121634.3
LOC725834	XP_006567957.1
LOC725835	XP_016767860.1
LOC725837	XP_026297865.1
LOC725838	XP_026298042.1
LOC725840	XP_026300927.1
LOC725841	XP_016772563.2
LOC725842	XP_026298534.1
LOC725844	XP_001121647.2
LOC725848	XP_006569696.1
LOC725850	XP_026302266.1
LOC725854	XP_001121653.2
LOC725855	XP_001121654.1
LOC725856	XP_026300381.1
LOC725859	XP_001121657.1
LOC725860	XP_006561226.1
LOC725861	XP_001121659.1
LOC725864	XP_026295628.1
LOC725866	XP_001121664.2
LOC725867	XP_026296630.1
LOC725870	XP_001121669.2
LOC725871	XP_001121670.2
LOC725876	XP_026297973.1
LOC725877	XP_016769994.1
LOC725878	XP_026296285.1
LOC725879	XP_026297196.1
LOC725880	XP_026298935.1
LOC725881	XP_006571016.1
LOC725882	XP_026297150.1
LOC725883	XP_006561440.1
LOC725884	XP_001120364.1
LOC725885	XP_026301577.1
LOC725886	XP_001121680.2
LOC725887	XP_006566348.2
LOC725889	XP_001121683.2
LOC725890	XP_026301365.1
LOC725891	XP_001121685.1
LOC725892	XP_006568221.2
LOC725893	XP_016766368.2
LOC725894	XP_026295404.1
LOC725895	XP_026295505.1
LOC725896	XP_006562058.2
LOC725897	XP_026295982.1
LOC725898	XP_016767904.1
LOC725899	XP_026296489.1
LOC725900	XP_026298211.1
LOC725901	XP_016769109.1
LOC725903	XP_001121697.3
LOC725904	XP_001121698.2
LOC725905	XP_026295896.1
LOC725908	XP_006558719.1
LOC725909	XP_026296620.1
LOC725910	XP_016769122.2
LOC725915	XP_003251385.1
LOC725918	XP_016772679.1
LOC725920	XP_026295652.1
LOC725922	XP_001121709.2
LOC725923	XP_026299823.1
LOC725924	XP_026299571.1
LOC725925	XP_003249472.1
LOC725926	XP_003249661.2
LOC725928	XP_001121716.2
LOC725930	XP_001121718.2
LOC725931	XP_001121719.3
LOC725934	XP_026296639.1
LOC725935	XP_006571056.3
LOC725936	XP_026297485.1
LOC725938	XP_026298854.1
LOC725941	XP_026298103.1
LOC725942	XP_026296300.1
LOC725943	XP_003251367.1
LOC725945	XP_026302050.1
LOC725946	XP_026301907.1
LOC725947	XP_001121733.1
LOC725948	XP_001121734.3
LOC725949	XP_026299196.1
LOC725950	XP_016770085.1
LOC725951	XP_026299653.1
LOC725952	XP_006566574.1
LOC725954	XP_001121740.1
LOC725957	XP_006569051.1
LOC725958	XP_016773618.1
LOC725959	XP_026295234.1
LOC725960	XP_001121746.2
LOC725961	XP_001121747.1
LOC725962	XP_016767211.1
LOC725963	XP_016767755.2
LOC725964	XP_026297208.1
LOC725965	XP_001121751.2
LOC725966	XP_006569529.1
LOC725967	XP_006559599.1
LOC725969	XP_001121754.3
LOC725970	XP_026298606.1
LOC725973	XP_006558694.1
LOC725974	XP_026299277.1
LOC725976	XP_016773364.2
LOC725977	XP_001120649.1
LOC725978	XP_006564959.1
LOC725980	XP_001121760.2
LOC725981	XP_003251739.1
LOC725982	XP_001121762.2
LOC725983	XP_026299060.1
LOC725984	XP_006566774.2
LOC725987	XP_006557652.2
LOC725988	XP_006561059.1
LOC725991	XP_026295438.1
LOC725992	XP_001121774.2
LOC725993	XP_016767210.2
LOC725997	XP_016768414.1
LOC725999	XP_026298273.1
LOC726000	XP_001121781.3
LOC726001	XP_001121782.1
LOC726002	XP_001121783.2
LOC726007	XP_001121788.2
LOC726009	XP_001120413.1
LOC726013	XP_001120524.1
LOC726014	XP_006569683.1
LOC726015	XP_016768884.2
LOC726016	XP_003250167.2
LOC726017	XP_026299230.1
LOC726018	XP_026299680.1
LOC726019	XP_026299493.1
LOC726020	XP_001121796.2
LOC726021	XP_016772538.1
LOC726024	XP_006567229.1
LOC726025	XP_001121801.2
LOC726027	XP_001121803.1
LOC726028	XP_001121804.1
LOC726029	XP_006561677.1
LOC726030	XP_006561802.1
LOC726031	NP_001167610.1
LOC726032	XP_026300002.1
LOC726033	XP_001121809.2
LOC726034	XP_001120239.3
LOC726039	XP_016770984.1
LOC726040	XP_001121814.2
LOC726041	XP_001121815.3
LOC726042	XP_001121817.2
LOC726043	XP_001121818.1
LOC726044	XP_026296134.1
LOC726045	XP_026295800.1
LOC726047	XP_006562189.1
LOC726050	XP_026297553.1
LOC726051	XP_026294814.1
LOC726053	XP_026302252.1
LOC726054	XP_026297204.1
LOC726056	XP_001120360.1
LOC726058	XP_001120264.1
LOC726060	XP_016770942.2
LOC726061	XP_006571340.1
LOC726062	XP_026300047.1
LOC726063	XP_016770017.1
LOC726065	XP_006565305.2
LOC726066	XP_001121836.2
LOC726067	XP_026301300.1
LOC726068	XP_001121838.2
LOC726069	XP_006563618.1
LOC726071	XP_006559775.2
LOC726072	XP_003249096.1
LOC726073	XP_001121844.2
LOC726074	XP_026296720.1
LOC726076	XP_001121847.4
LOC726077	XP_026298857.1
LOC726080	XP_016767445.2
LOC726081	XP_001121853.2
LOC726085	XP_006561235.1
LOC726086	XP_001120652.1
LOC726088	XP_006562820.1
LOC726092	XP_001121859.1
LOC726093	XP_016771234.1
LOC726094	XP_001121861.1
LOC726095	XP_001121862.1
LOC726096	XP_026301574.1
LOC726097	XP_016773532.1
LOC726099	XP_001121865.1
LOC726100	XP_006557402.2
LOC726101	XP_026296614.1
LOC726102	XP_006569570.1
LOC726103	XP_026296772.1
LOC726106	XP_001121872.3
LOC726107	XP_026296710.1
LOC726108	XP_016772928.1
LOC726110	XP_026294823.1
LOC726113	XP_001121879.1
LOC726115	XP_026295822.1
LOC726118	XP_001120695.1
LOC726119	XP_016767336.2
LOC726120	XP_001121882.2
LOC726121	XP_026299020.1
LOC726124	XP_001121886.1
LOC726125	XP_026301409.1
LOC726126	XP_001121888.2
LOC726128	XP_026302301.1
LOC726129	XP_001121891.1
LOC726130	XP_006564066.2
LOC726131	XP_001121893.2
LOC726132	XP_016767424.1
LOC726133	XP_001121896.2
LOC726134	NP_001136081.1
LOC726137	XP_001121900.1
LOC726139	XP_006567762.1
LOC726145	XP_016773166.1
LOC726147	XP_006563978.2
LOC726148	XP_003251706.2
LOC726149	XP_026299094.1
LOC726150	XP_001121910.1
LOC726151	XP_001121911.1
LOC726153	XP_016771806.1
LOC726155	XP_001121915.3
LOC726156	XP_006563482.1
LOC726158	XP_006564068.1
LOC726159	XP_026295801.1
LOC726160	XP_001121920.1
LOC726162	XP_001121922.1
LOC726163	XP_006571049.1
LOC726164	XP_001121924.1
LOC726165	XP_026298090.1
LOC726167	XP_006561810.1
LOC726171	XP_006557708.2
LOC726172	XP_016771429.1
LOC726174	XP_006572307.1
LOC726175	XP_006564072.1
LOC726176	XP_016767143.1
LOC726178	XP_016773275.1
LOC726179	XP_016770052.1
LOC726180	XP_001121937.1
LOC726184	XP_001121941.2
LOC726185	XP_001121942.2
LOC726187	XP_026294725.1
LOC726188	XP_001121944.2
LOC726189	XP_016767673.2
LOC726190	XP_001121946.2
LOC726193	XP_026300230.1
LOC726196	XP_026297585.1
LOC726197	XP_003249915.1
LOC726199	XP_016769951.1
LOC726200	XP_006565605.1
LOC726201	XP_026298979.1
LOC726204	XP_026300267.1
LOC726205	XP_006559389.1
LOC726206	XP_001121961.1
LOC726210	XP_006560202.1
LOC726212	XP_016769245.2
LOC726213	XP_001121969.2
LOC726215	XP_006567514.2
LOC726216	XP_006567763.1
LOC726218	XP_026302058.1
LOC726219	XP_026298956.1
LOC726220	XP_001121977.2
LOC726221	XP_001120404.1
LOC726222	XP_006570969.1
LOC726223	XP_026299697.1
LOC726225	XP_026299472.1
LOC726227	XP_026300707.1
LOC726228	XP_026301305.1
LOC726229	XP_001121985.1
LOC726230	XP_026294992.1
LOC726231	XP_026294782.1
LOC726232	XP_001121988.2
LOC726235	XP_026300063.1
LOC726236	XP_026297223.1
LOC726237	NP_001314892.1
LOC726238	XP_026301965.1
LOC726239	NP_001229370.1
LOC726240	XP_001121996.2
LOC726241	XP_006562405.1
LOC726243	XP_006565049.1
LOC726244	XP_026299091.1
LOC726247	XP_001122002.2
LOC726248	XP_016771279.2
LOC726250	XP_026301341.1
LOC726251	XP_026301708.1
LOC726252	XP_006564076.2
LOC726253	XP_001122008.1
LOC726254	XP_026296005.1
LOC726255	XP_006564808.1
LOC726259	XP_026300987.1
LOC726260	XP_006564260.1
LOC726262	NP_001314893.1
LOC726264	XP_001122019.2
LOC726265	XP_006562885.1
LOC726268	XP_003250814.1
LOC726269	XP_026296405.1
LOC726270	XP_006572525.1
LOC726272	XP_006566104.2
LOC726273	XP_001122025.2
LOC726274	XP_006559008.1
LOC726275	XP_006563019.1
LOC726276	XP_001122027.2
LOC726277	XP_006558300.1
LOC726278	XP_026301355.1
LOC726279	XP_001122030.2
LOC726280	XP_026294859.1
LOC726282	XP_006560984.1
LOC726283	XP_026295477.1
LOC726284	XP_006562181.1
LOC726286	XP_026296673.1
LOC726288	XP_001122039.4
LOC726289	XP_003251036.1
LOC726290	XP_026297284.1
LOC726291	XP_001122042.3
LOC726294	NP_001265254.1
LOC726295	XP_026294884.1
LOC726297	XP_001120568.1
LOC726298	XP_006562841.1
LOC726301	XP_001122049.2
LOC726302	XP_026301097.1
LOC726303	XP_001122051.1
LOC726304	XP_001122052.1
LOC726305	XP_016767497.1
LOC726307	XP_006567306.1
LOC726308	XP_001122056.2
LOC726309	XP_026296664.1
LOC726310	XP_003251120.1
LOC726312	XP_001122059.2
LOC726314	XP_001122061.3
LOC726315	XP_026298163.1
LOC726316	XP_001122063.2
LOC726318	XP_016767809.1
LOC726320	XP_001122067.3
LOC726321	XP_006566259.1
LOC726322	XP_001120731.3
LOC726323	XP_001120608.2
LOC726325	XP_026300869.1
LOC726326	XP_016769757.1
LOC726329	XP_016771274.2
LOC726330	XP_001122074.3
LOC726331	XP_001122075.3
LOC726332	XP_006568898.2
LOC726335	XP_006567216.2
LOC726336	XP_001122081.1
LOC726337	XP_016767678.1
LOC726338	XP_001122083.2
LOC726339	XP_001122084.3
LOC726341	XP_016768816.2
LOC726343	XP_016768435.2
LOC726347	XP_026302088.1
LOC726348	XP_026300882.1
LOC726349	XP_006571358.1
LOC726350	XP_001122093.2
LOC726352	XP_016771183.1
LOC726353	XP_001122096.2
LOC726354	XP_001122097.3
LOC726358	XP_001122101.2
LOC726359	XP_001122102.2
LOC726361	XP_001122104.1
LOC726362	XP_001122105.4
LOC726363	XP_026297533.1
LOC726364	XP_003250813.1
LOC726365	XP_006564000.1
LOC726367	XP_001122110.2
LOC726368	XP_016773365.1
LOC726369	XP_001120845.2
LOC726370	XP_001122113.1
LOC726371	XP_026300493.1
LOC726373	XP_001122116.2
LOC726375	XP_001122118.2
LOC726377	XP_026295903.1
LOC726378	XP_026295871.1
LOC726379	XP_016768466.1
LOC726380	XP_016769299.2
LOC726381	XP_026298305.1
LOC726382	XP_026298744.1
LOC726383	XP_006569788.2
LOC726385	XP_026295182.1
LOC726389	XP_016769991.2
LOC726391	XP_001122133.3
LOC726392	XP_026300863.1
LOC726393	NP_001091702.1
LOC726394	XP_026295898.1
LOC726397	XP_001122139.1
LOC726399	XP_026297643.1
LOC726400	XP_001122142.3
LOC726401	XP_026297530.1
LOC726405	XP_026300636.1
LOC726407	XP_001120691.3
LOC726408	XP_003250898.1
LOC726409	XP_001120773.1
LOC726411	XP_001120611.1
LOC726412	XP_006565344.1
LOC726414	XP_026299178.1
LOC726415	XP_016770335.2
LOC726416	XP_026301093.1
LOC726417	XP_001122154.3
LOC726418	XP_001122155.2
LOC726419	NP_001306198.1
LOC726421	XP_006562400.1
LOC726422	XP_001122159.1
LOC726423	XP_006562517.1
LOC726424	XP_026301698.1
LOC726427	XP_001122164.3
LOC726428	XP_006569035.1
LOC726429	XP_001120848.2
LOC726431	XP_006571541.1
LOC726432	XP_006566803.2
LOC726433	XP_006565329.1
LOC726434	XP_026300577.1
LOC726435	XP_026301096.1
LOC726436	XP_006560721.1
LOC726437	XP_006562436.1
LOC726438	XP_026302271.1
LOC726439	XP_001122174.1
LOC726441	XP_001122176.1
LOC726443	XP_026299730.1
LOC726444	XP_026298555.1
LOC726446	XP_001120565.2
LOC726447	XP_001120889.1
LOC726449	XP_006562826.1
LOC726450	XP_006557455.1
LOC726451	XP_001122183.1
LOC726453	XP_001122185.1
LOC726455	XP_026299499.1
LOC726456	XP_026300566.1
LOC726457	XP_006561072.2
LOC726458	XP_006563495.1
LOC726459	XP_016772189.1
LOC726460	XP_001122192.2
LOC726461	XP_026294877.1
LOC726463	XP_001122195.1
LOC726468	XP_003251613.1
LOC726469	XP_016769858.1
LOC726470	XP_006566270.2
LOC726471	XP_006565333.1
LOC726472	XP_001122204.2
LOC726474	XP_026300734.1
LOC726476	XP_006563636.2
LOC726478	XP_001122210.1
LOC726480	XP_001122212.1
LOC726481	XP_001122213.5
LOC726482	XP_026297994.1
LOC726483	XP_016773003.2
LOC726486	XP_001120846.1
LOC726487	XP_001122218.1
LOC726488	XP_026298944.1
LOC726492	XP_006563010.1
LOC726493	XP_026300965.1
LOC726494	XP_006560725.1
LOC726495	XP_001122227.1
LOC726496	XP_026295410.1
LOC726497	XP_026296804.1
LOC726498	XP_001122230.1
LOC726500	XP_026297917.1
LOC726501	XP_026296512.1
LOC726504	XP_006558932.1
LOC726505	XP_001122237.3
LOC726506	XP_001122238.2
LOC726508	XP_026299500.1
LOC726509	XP_001122241.2
LOC726510	XP_006563651.1
LOC726513	XP_006564576.1
LOC726514	XP_016768899.2
LOC726515	XP_001122247.5
LOC726521	XP_001120800.1
LOC726522	XP_006570387.1
LOC726524	XP_026300098.1
LOC726525	XP_006557884.1
LOC726527	XP_001122256.1
LOC726528	XP_026301354.1
LOC726529	XP_026295412.1
LOC726530	XP_026296807.1
LOC726532	XP_026297479.1
LOC726535	XP_006567496.1
LOC726537	XP_016769238.1
LOC726538	XP_006571839.1
LOC726540	XP_006562865.1
LOC726541	XP_026295235.1
LOC726542	XP_003251619.1
LOC726543	XP_003249728.1
LOC726544	XP_006557447.1
LOC726545	XP_001122272.2
LOC726546	XP_026299240.1
LOC726547	XP_016771245.1
LOC726548	XP_001122276.2
LOC726550	XP_001122278.1
LOC726551	XP_026296821.1
LOC726552	XP_006570274.1
LOC726554	XP_026294853.1
LOC726560	XP_001122287.2
LOC726562	XP_026295530.1
LOC726564	XP_026299511.1
LOC726566	XP_016772372.2
LOC726568	XP_006562160.1
LOC726569	XP_026296777.1
LOC726570	XP_026294960.1
LOC726571	XP_001122299.3
LOC726572	XP_016769165.1
LOC726578	XP_001122304.3
LOC726579	XP_001122306.2
LOC726580	XP_026300085.1
LOC726582	XP_006563002.1
LOC726583	XP_006565937.2
LOC726584	XP_006560957.3
LOC726585	XP_026296057.1
LOC726586	XP_026297927.1
LOC726587	XP_006564754.2
LOC726589	XP_006568865.1
LOC726590	XP_026302055.1
LOC726591	XP_026295543.1
LOC726592	XP_006562848.2
LOC726594	XP_001122321.2
LOC726595	XP_001122322.2
LOC726597	XP_026300388.1
LOC726598	XP_026300350.1
LOC726599	XP_026300613.1
LOC726600	XP_026300694.1
LOC726601	XP_001122328.3
LOC726602	XP_016767111.1
LOC726605	XP_026302267.1
LOC726608	XP_006561636.2
LOC726609	XP_016770405.1
LOC726611	XP_001122336.3
LOC726612	XP_006566669.1
LOC726613	XP_001122338.2
LOC726615	XP_006563783.2
LOC726616	XP_001122341.1
LOC726617	XP_006559667.1
LOC726619	XP_001122344.1
LOC726620	XP_026297098.1
LOC726625	XP_006569796.2
LOC726626	XP_016769342.2
LOC726629	XP_001120735.1
LOC726631	XP_001122354.2
LOC726633	XP_026295651.1
LOC726636	XP_006559669.1
LOC726637	XP_001122360.3
LOC726638	XP_016769408.2
LOC726639	XP_006567480.1
LOC726642	XP_026298578.1
LOC726643	XP_001122365.1
LOC726646	XP_026296210.1
LOC726647	XP_026295549.1
LOC726648	XP_001122369.1
LOC726649	XP_006564883.1
LOC726650	XP_006563508.3
LOC726651	XP_016772168.2
LOC726653	XP_006562154.1
LOC726654	XP_026296533.1
LOC726655	XP_006557594.2
LOC726656	XP_006557732.2
LOC726657	XP_026298116.1
LOC726658	XP_001122379.3
LOC726661	XP_026297742.1
LOC726662	XP_006558428.1
LOC726664	XP_016772822.2
LOC726666	XP_001122387.2
LOC726667	XP_026301850.1
LOC726668	XP_016770038.1
LOC726669	XP_001122391.1
LOC726670	XP_016771667.1
LOC726671	XP_016767256.1
LOC726672	XP_026297086.1
LOC726673	XP_006559738.2
LOC726677	XP_006557896.1
LOC726679	XP_001122401.3
LOC726681	XP_026296111.1
LOC726682	XP_001122405.2
LOC726683	XP_026296540.1
LOC726685	XP_026302047.1
LOC726688	XP_026301781.1
LOC726689	XP_003250481.1
LOC726690	XP_026300534.1
LOC726692	XP_006563135.1
LOC726694	XP_026299393.1
LOC726695	XP_016770777.2
LOC726696	XP_001122418.1
LOC726697	XP_026300986.1
LOC726698	XP_016772088.2
LOC726699	XP_001122422.1
LOC726703	XP_006569978.1
LOC726706	XP_016772141.2
LOC726708	XP_016767270.2
LOC726709	XP_026300273.1
LOC726711	XP_001122434.2
LOC726713	XP_006564579.2
LOC726718	XP_001122441.2
LOC726720	XP_016772167.1
LOC726721	XP_001120892.1
LOC726722	XP_026297324.1
LOC726723	XP_006565870.1
LOC726724	XP_001122445.1
LOC726725	XP_016769146.1
LOC726726	XP_026295894.1
LOC726727	XP_026295567.1
LOC726728	XP_006560739.1
LOC726729	XP_001122450.1
LOC726731	XP_001122452.2
LOC726733	XP_001122454.1
LOC726735	XP_026302243.1
LOC726736	XP_006571829.1
LOC726737	XP_001122458.2
LOC726740	XP_003249077.1
LOC726742	XP_001122463.2
LOC726743	XP_006570066.1
LOC726745	XP_001122465.1
LOC726746	XP_001122466.1
LOC726747	XP_001122467.1
LOC726750	XP_016769592.2
LOC726754	XP_001122474.2
LOC726755	NP_001091688.1
LOC726756	XP_001122476.1
LOC726757	XP_006570356.1
LOC726758	XP_026299959.1
LOC726759	XP_016771299.2
LOC726760	XP_026294855.1
LOC726761	XP_026295955.1
LOC726762	XP_001122483.1
LOC726765	XP_006567466.2
LOC726766	XP_026302064.1
LOC726768	XP_006560064.1
LOC726770	NP_001229452.1
LOC726771	XP_026299573.1
LOC726776	XP_026296391.1
LOC726778	XP_026298056.1
LOC726779	XP_026301034.1
LOC726780	XP_026299733.1
LOC726781	XP_006566643.1
LOC726782	XP_001122504.1
LOC726783	XP_001122505.3
LOC726784	XP_001122506.2
LOC726786	XP_026297520.1
LOC726788	XP_001122509.1
LOC726789	XP_001122510.2
LOC726790	XP_016771200.1
LOC726791	XP_001122512.3
LOC726792	XP_026301152.1
LOC726793	XP_026295047.1
LOC726796	XP_026298640.1
LOC726798	XP_001122519.2
LOC726800	XP_006566420.1
LOC726801	XP_001122522.2
