#CREATED MARCH 2020, LAUREN MEE, UNIVERSITY OF LIVERPOOL
#TABLE OF GENES, CORRESPONDING TRANSRIPTS (VARIANT-RESOLVED) AND PRODUCT DESCRIPTION FROM APIS MELLIFERA (AmelHAv3.1, GCF_003254395.2)
GeneID	TranscriptID	Gene_Desc
LOC413948	XM_397385.6	 tektin-1 
LOC413955	XM_397392.7	 tetratricopeptide repeat protein 28 
LOC413963	XM_397399.5	 splicing factor 3A subunit 3 
LOC413976	XM_397412.7	 derlin-2 
LOC413977	XM_397413.6	 calsyntenin-1 
LOC413980	XM_397416.6	 CD109 antigen 
LOC413987	XM_397422.7	 polypeptide N-acetylgalactosaminyltransferase 5 
LOC413989	XM_397424.7	 39S ribosomal protein L46, mitochondrial 
LOC413997	XM_397432.6	 translocator protein 
LOC414001	XM_397436.7	 mRNA-capping enzyme 
LOC414004	XM_397439.7	 eukaryotic translation initiation factor 3 subunit A 
LOC414025	XM_397461.6	 neurotrimin 
LOC414027	XM_397463.7	 N-alpha-acetyltransferase 20 
LOC414028	XM_397464.7	 sorting nexin-4 
LOC414029	XM_397465.7	 ABC transporter A family member 1 
LOC414032	XM_397468.7	 tubulin polyglutamylase TTLL5 
LOC414035	XM_397471.7	 lachesin 
LOC414037	XM_397473.6	 protein Wnt-5b 
LOC414038	XM_397474.6	 protein ABHD11 
LOC414039	XM_397475.7	 probable small nuclear ribonucleoprotein Sm D2 
LOC414043	XM_397479.7	 leucine-rich repeat-containing protein 49 
LOC414051	XM_397486.7	 ATP-binding cassette sub-family G member 1 
LOC408280	XM_397488.7	 cell surface glycoprotein 1 
LOC408473	XM_397501.6	 uncharacterized LOC408473 
LOC408561	XM_397509.7	 proteoglycan 4 
LOC408568	XM_397510.7	 peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1 
LOC408570	XM_397511.7	 uncharacterized LOC408570 
LOC408608	XM_397512.5	 uncharacterized LOC408608 
LOC408660	XM_397515.7	 uncharacterized LOC408660 
LOC408678	XM_397517.7	 OTU domain-containing protein 7B 
LOC408696	XM_397519.7	 uncharacterized LOC408696 
LOC408807	XM_397526.7	 uncharacterized LOC408807 
LOC408903	XM_397532.7	 uncharacterized LOC408903 
LOC409053	XM_397542.7	 protein PF14_0175 
LOC409096	XM_397545.7	 uncharacterized LOC409096 
LOC409184	XM_397549.6	 DENN domain-containing protein 1B 
LOC409259	XM_397552.7	 protein abrupt 
LOC409327	XM_397559.7	 uncharacterized LOC409327 
LOC409486	XM_397567.7	 RNA-binding protein 4.1 
LOC409563	XM_397572.7	 uncharacterized LOC409563 
LOC409569	XM_397573.7	 uncharacterized LOC409569 
LOC409796	XM_397589.7	 eukaryotic translation initiation factor 3 subunit J 
LOC410031	XM_397600.7	 transcription factor SPT20 homolog 
LOC550651	XM_623047.6	 40S ribosomal protein S4 
LOC550656	XM_623052.6	 splicing factor U2AF 50 kDa subunit 
LOC410806	XM_623057.6	 histidine--tRNA ligase, cytoplasmic 
LOC550663	XM_623058.6	 putative oxidoreductase GLYR1 homolog 
LOC550664	XM_623059.6	 deubiquitinase DESI2 
LOC550665	XM_623060.6	 transcription initiation factor IIA subunit 2 
LOC550667	XM_623062.6	 succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial 
LOC408809	XM_623065.6	 diacylglycerol kinase theta 
LOC550673	XM_623068.6	 inosine-5'-monophosphate dehydrogenase 1b 
LOC550677	XM_623072.6	 protein mab-21 
LOC409263	XM_623073.5	 glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 
LOC408937	XM_623076.6	 SPARC 
LOC550684	XM_623078.6	 protein unc-50 homolog 
LOC550686	XM_623080.5	 ATP-citrate synthase 
LOC550687	XM_623081.5	 aldehyde dehydrogenase, mitochondrial 
LOC550692	XM_623085.6	 TATA-box-binding protein 
LOC412397	XM_623086.6	 uncharacterized LOC412397 
LOC409340	XM_623090.6	 UV excision repair protein RAD23 homolog B 
LOC550698	XM_623091.5	 cyclin-Y 
LOC409360	XM_623093.6	 fatty acid hydroxylase domain-containing protein 2 
LOC550710	XM_623102.6	 serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform 
LOC550711	XM_623103.6	 60S acidic ribosomal protein P0 
LOC550780	XM_623106.5	 N-terminal Xaa-Pro-Lys N-methyltransferase 1 
LOC550716	XM_623108.6	 clathrin heavy chain 
LOC409401	XM_623113.6	 cyclic AMP-responsive element-binding protein 1 
LOC550724	XM_623115.6	 3-hydroxy-3-methylglutaryl-coenzyme A reductase 
LOC550726	XM_623117.6	 DCN1-like protein 1 
LOC550734	XM_623125.6	 thioredoxin-like protein 1 
LOC550738	XM_623129.6	 NEDD4 family-interacting protein 1-like 
LOC550739	XM_623130.6	 serine/threonine-protein kinase PLK4 
LOC410889	XM_623131.6	 peroxisomal membrane protein 11B 
LOC409642	XM_623133.6	 uncharacterized LOC409642 
LOC409140	XM_623137.6	 elongin-C 
LOC412543	XM_623143.6	 uncharacterized LOC412543 
LOC550689	XM_623155.6	 E3 ubiquitin-protein ligase RNF126 
LOC550767	XM_623157.5	 ribose 5-phosphate isomerase A 
LOC411697	XM_623167.6	 short-chain specific acyl-CoA dehydrogenase, mitochondrial 
LOC408589	XM_623178.6	 macro domain-containing protein CT2219 
LOC550789	XM_623179.5	 selenocysteine Se-methyltransferase 
LOC550791	XM_623181.6	 arrestin homolog 
LOC408516	XM_623191.6	 protein D2 
LOC550804	XM_623193.5	 transketolase 
LOC411765	XM_623194.5	 rab GDP dissociation inhibitor beta 
LOC550806	XM_623195.3	 coatomer subunit alpha 
LOC408706	XM_623196.5	 heat shock protein 70Cb ortholog 
LOC550814	XM_623203.5	 MRG/MORF4L-binding protein 
LOC550818	XM_623208.5	 guanine nucleotide-binding protein G(q) subunit alpha 
LOC408971	XM_623210.6	 ras-related protein Rab-3 
LOC550685	XM_623213.5	 striatin-3 
LOC550827	XM_623217.6	 tubulin alpha-1 chain 
LOC550828	XM_623218.6	 elongation of very long chain fatty acids protein AAEL008004 
LOC550834	XM_623224.5	 small ubiquitin-related modifier 3 
LOC409420	XM_623229.6	 cytochrome c oxidase assembly protein COX11, mitochondrial 
LOC409189	XM_623238.6	 growth hormone-inducible transmembrane protein 
LOC409762	XM_623241.6	 sarcoplasmic calcium-binding protein 1 
LOC550854	XM_623244.6	 protein PBDC1 
LOC413390	XM_623252.5	 ATP-binding cassette sub-family F member 1 
LOC550922	XM_623263.5	 protein mab-21-like 
LOC550875	XM_623266.5	 endothelial differentiation-related factor 1 homolog 
LOC409804	XM_623270.6	 serine/threonine-protein phosphatase PP1-beta catalytic subunit 
LOC550881	XM_623271.6	 mediator of RNA polymerase II transcription subunit 8 
LOC550884	XM_623275.4	 N-sulphoglucosamine sulphohydrolase 
LOC550885	XM_623276.6	 nicotinate phosphoribosyltransferase 
LOC409911	XM_623279.6	 protein disulfide-isomerase A3 
LOC550700	XM_623280.6	 vacuolar protein sorting-associated protein 53 homolog 
LOC411989	XM_623282.6	 eukaryotic initiation factor 4A-I 
LOC409495	XM_623284.5	 lysosome-associated membrane glycoprotein 1 
LOC550940	XM_623286.6	 ATP-dependent RNA helicase DHX8 
LOC550901	XM_623296.6	 protein phosphatase methylesterase 1 
LOC408622	XM_623297.6	 protein henna 
LOC550903	XM_623298.6	 arginine--tRNA ligase, cytoplasmic 
LOC409552	XM_623300.6	 40S ribosomal protein S10 
LOC550915	XM_623309.5	 sideroflexin-2 
LOC550920	XM_623313.5	 cell division cycle protein 16 homolog 
LOC550924	XM_623318.5	 cleavage stimulation factor subunit 2 
LOC550926	XM_623322.5	 phosphomannomutase 
LOC550929	XM_623324.6	 serine/threonine-protein kinase PINK1, mitochondrial 
LOC410162	XM_623338.6	 ataxin-3 
LOC550785	XM_623339.6	 fructose-bisphosphate aldolase 
LOC409068	XM_623346.6	 annexin B11 
LOC550804	XM_623354.5	 transketolase 
LOC550965	XM_623359.6	 probable cytochrome P450 6a14 
LOC550966	XM_623360.6	 RING-type E3 ubiquitin-protein ligase PPIL2 
LOC550921	XM_623362.6	 ubiquitin-like protein 3 
LOC550968	XM_623363.5	 heat shock protein 75 kDa, mitochondrial 
LOC550818	XM_623366.4	 guanine nucleotide-binding protein G(q) subunit alpha 
LOC409577	XM_623368.6	 5'-AMP-activated protein kinase catalytic subunit alpha-2 
LOC550973	XM_623369.6	 myosin regulatory light chain sqh 
LOC550978	XM_623373.6	 non-structural maintenance of chromosomes element 3 homolog 
LOC551143	XM_623374.5	 inositol-3-phosphate synthase 1-B 
LOC550981	XM_623377.6	 coatomer subunit zeta-1 
LOC550895	XM_623387.6	 general transcription factor IIH subunit 1 
LOC409401	XM_623389.6	 cyclic AMP-responsive element-binding protein 1 
LOC409767	XM_623394.6	 casein kinase II subunit alpha 
LOC551009	XM_623404.6	 protein-glutamate O-methyltransferase 
LOC550918	XM_623406.6	 ATP-binding cassette sub-family G member 4 
LOC413438	XM_623410.6	 dynamin-like 120 kDa protein, mitochondrial 
LOC551020	XM_623415.6	 probable protein phosphatase 2C T23F11.1 
LOC550977	XM_623419.6	 protein abrupt 
LOC550992	XM_623426.6	 thioredoxin reductase-like selenoprotein T homolog CG3887 
LOC551034	XM_623430.6	 ADP-ribosylation factor-like protein 5B 
LOC551036	XM_623432.6	 vacuole membrane protein 1 
LOC413964	XM_623433.6	 serine/threonine-protein kinase grp 
LOC551039	XM_623435.5	 dihydrolipoyl dehydrogenase, mitochondrial 
LOC551041	XM_623437.6	 glycerol kinase 
LOC551042	XM_623438.5	 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 
LOC551043	XM_623439.5	 phosrestin-2 
LOC551044	XM_623440.5	 glucose dehydrogenase [FAD, quinone] 
LOC551046	XM_623442.6	 cys-loop ligand-gated ion channel subunit 12344 
LOC551057	XM_623453.4	 autophagy protein 5 
LOC550991	XM_623462.5	 protein HID1 
LOC551069	XM_623468.6	 diacylglycerol kinase 1 
LOC550955	XM_623473.6	 putative gamma-glutamylcyclotransferase CG2811 
LOC551078	XM_623477.6	 NADH-quinone oxidoreductase subunit I 
LOC551079	XM_623478.6	 uncharacterized LOC551079 
LOC551083	XM_623481.5	 mitochondrial mRNA pseudouridine synthase Trub2 
LOC551085	XM_623483.5	 33 kDa inner dynein arm light chain, axonemal 
LOC551086	XM_623485.6	 zinc finger protein chinmo 
LOC551087	XM_623486.5	 periodic tryptophan protein 2 homolog 
LOC551088	XM_623487.6	 asparagine--tRNA ligase, cytoplasmic 
LOC551090	XM_623489.6	 conserved oligomeric Golgi complex subunit 8 
LOC551093	XM_623492.6	 V-type proton ATPase catalytic subunit A 
LOC412231	XM_623494.6	 trans-1,2-dihydrobenzene-1,2-diol dehydrogenase 
LOC551097	XM_623495.6	 exosome complex component MTR3 
LOC551098	XM_623496.6	 uncharacterized LOC551098 
LOC551099	XM_623497.5	 coiled-coil domain-containing protein 43 
LOC551104	XM_623500.6	 alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 
LOC551106	XM_623502.5	 ubiquitin-fold modifier-conjugating enzyme 1 
LOC551107	XM_623503.5	 60S ribosomal protein L9 
LOC551109	XM_623505.6	 kinesin 5A 
LOC551114	XM_623510.5	 methyltransferase-like protein 9 
LOC551118	XM_623514.5	 UPF0472 protein C16orf72 homolog 
LOC551119	XM_623515.5	 pyridoxal phosphate homeostasis protein 
LOC551121	XM_623517.6	 dipeptidase 1 
LOC551128	XM_623524.6	 26S proteasome regulatory subunit 4 
LOC551131	XM_623527.6	 protein max 
LOC551137	XM_623533.6	 proton-associated sugar transporter A 
LOC551140	XM_623536.6	 signal transducing adapter molecule 1 
LOC551144	XM_623540.6	 uncharacterized LOC551144 
LOC551148	XM_623543.6	 coiled-coil domain-containing protein 25 
LOC551150	XM_623545.6	 BRCA2-interacting transcriptional repressor EMSY 
LOC551151	XM_623546.6	 SAP domain-containing ribonucleoprotein 
LOC551154	XM_623549.6	 glucose-6-phosphate isomerase 
LOC551156	XM_623551.6	 Golgi pH regulator 
LOC551158	XM_623553.4	 28S ribosomal protein S17, mitochondrial 
LOC408314	XM_623556.6	 uncharacterized LOC408314 
LOC551162	XM_623557.6	 uncharacterized LOC551162 
LOC551167	XM_623561.6	 multidrug resistance protein homolog 49 
LOC551168	XM_623562.5	 protein sidekick 
LOC551174	XM_623568.6	 E3 SUMO-protein ligase PIAS3 
LOC551177	XM_623570.6	 U11/U12 small nuclear ribonucleoprotein 35 kDa protein 
LOC551178	XM_623571.5	 serine/threonine-protein phosphatase PGAM5, mitochondrial 
LOC551185	XM_623578.5	 GTP-binding protein 1 
LOC551188	XM_623582.6	 ankyrin repeat and BTB/POZ domain-containing protein BTBD11 
LOC551189	XM_623583.5	 farnesyl pyrophosphate synthase 
LOC551191	XM_623586.6	 coiled-coil domain-containing protein 130 homolog 
LOC551194	XM_623589.6	 glutathione hydrolase 7 
LOC412661	XM_623590.5	 solute carrier family 35 member G1 
LOC551197	XM_623592.5	 probable cytochrome P450 6a13 
LOC551198	XM_623593.5	 serine/threonine-protein kinase STK11 
LOC551200	XM_623595.5	 coiled-coil domain-containing protein 12 
LOC551201	XM_623596.6	 protein SGT1 homolog 
LOC551204	XM_623599.6	 endonuclease III-like protein 1 
LOC551205	XM_623600.5	 neutral alpha-glucosidase AB 
LOC551206	XM_623601.5	 uncharacterized LOC551206 
LOC551207	XM_623602.5	 RNA polymerase II subunit A C-terminal domain phosphatase 
LOC551217	XM_623612.6	 high affinity copper uptake protein 1 
LOC551222	XM_623617.6	 syntaxin-12 
LOC551223	XM_623618.6	 probable cytochrome P450 305a1 
LOC551225	XM_623620.6	 puff-specific protein Bx42 
LOC551226	XM_623621.6	 WD repeat-containing protein 61 
LOC409533	XM_623622.6	 annexin B9 
LOC551240	XM_623632.6	 uncharacterized LOC551240 
LOC551242	XM_623634.6	 eukaryotic translation initiation factor 3 subunit E 
LOC551250	XM_623641.6	 microsomal triglyceride transfer protein large subunit 
LOC551252	XM_623643.6	 tropomyosin 
LOC551254	XM_623645.6	 CDK5 and ABL1 enzyme substrate 2 
LOC551255	XM_623646.6	 mitochondrial fission 1 protein 
LOC551256	XM_623647.6	 protein CNPPD1 
LOC551258	XM_623649.5	 serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform 
LOC551260	XM_623651.6	 NAD-dependent protein deacylase Sirt4 
LOC551264	XM_623655.6	 upstream stimulatory factor 1 
LOC551265	XM_623656.5	 protein limb expression 1 homolog 
LOC551229	XM_623657.6	 E3 ubiquitin-protein ligase CHIP 
LOC551268	XM_623660.6	 pancreatic triacylglycerol lipase 
LOC551273	XM_623667.6	 lysosomal Pro-X carboxypeptidase 
LOC551275	XM_623669.4	 T-complex protein 1 subunit delta 
LOC551276	XM_623670.5	 isocitrate dehydrogenase [NADP] cytoplasmic 
LOC410729	XM_623673.6	 putative serine protease K12H4.7 
LOC551280	XM_623675.6	 uncharacterized LOC551280 
LOC551282	XM_623678.6	 ribokinase 
LOC408421	XM_623682.6	 uncharacterized LOC408421 
LOC551290	XM_623687.6	 cathepsin O 
LOC551296	XM_623695.6	 UPF0160 protein MYG1, mitochondrial 
LOC551297	XM_623696.6	 sorting nexin-14 
LOC412388	XM_623698.6	 CCR4-NOT transcription complex subunit 9 
LOC551302	XM_623701.6	 tRNA-specific adenosine deaminase 1 
LOC551303	XM_623702.6	 hexosaminidase D 
LOC551305	XM_623703.5	 protein CLP1 homolog 
LOC551309	XM_623707.6	 transcription initiation factor TFIID subunit 1 
LOC551314	XM_623712.6	 heparan-alpha-glucosaminide N-acetyltransferase 
LOC551316	XM_623714.6	 DNA excision repair protein ERCC-1 
LOC551321	XM_623718.5	 39S ribosomal protein L44, mitochondrial 
LOC551323	XM_623720.5	 uncharacterized LOC551323 
LOC551324	XM_623721.6	 transmembrane protein 19 
LOC551325	XM_623722.5	 voltage-dependent anion-selective channel 
LOC551327	XM_623724.5	 carboxypeptidase B 
LOC551330	XM_623728.4	 40S ribosomal protein S3 
LOC551331	XM_623729.6	 splicing factor 3B subunit 1 
LOC551337	XM_623735.6	 flotillin-1 
LOC551339	XM_623736.5	 WD repeat domain-containing protein 83 
LOC551345	XM_623742.6	 WD repeat-containing protein 55 homolog 
LOC551347	XM_623744.5	 UPF0605 protein CG18335 
LOC551349	XM_623746.6	 protein BCL9 homolog 
LOC551350	XM_623747.5	 myotrophin 
LOC551313	XM_623748.5	 calcineurin subunit B type 2 
LOC551353	XM_623750.6	 translocon-associated protein subunit alpha 
LOC551354	XM_623751.5	 exocyst complex component 4 
LOC551355	XM_623752.6	 integrator complex subunit 2 
LOC551358	XM_623755.6	 dehydrodolichyl diphosphate synthase complex subunit DHDDS 
LOC551364	XM_623761.6	 homeobox protein SIX3 
LOC551365	XM_623762.6	 lymphokine-activated killer T-cell-originated protein kinase 
LOC409231	XM_623765.6	 dipeptidase 1 
LOC551371	XM_623766.5	 DET1 homolog 
LOC551372	XM_623767.6	 uncharacterized LOC551372 
LOC551376	XM_623771.6	 activating signal cointegrator 1 complex subunit 1 
LOC409247	XM_623772.6	 transcription factor IIIB 90 kDa subunit 
LOC551378	XM_623773.6	 toll-like receptor Tollo 
LOC551381	XM_623776.6	 uncharacterized LOC551381 
LOC551383	XM_623778.6	 protein MAK16 homolog A 
LOC551384	XM_623779.5	 autophagy-related protein 13 
LOC551391	XM_623786.6	 U1 small nuclear ribonucleoprotein 70 kDa 
LOC551396	XM_623790.5	 integrator complex subunit 4 
LOC551397	XM_623791.6	 28S ribosomal protein S18a, mitochondrial 
LOC551398	XM_623792.6	 DNA polymerase delta catalytic subunit 
LOC551400	XM_623794.6	 coiled-coil domain-containing protein 86 
LOC409102	XM_623796.6	 tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like 
LOC551403	XM_623797.6	 succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial 
LOC551405	XM_623799.6	 4-nitrophenylphosphatase 
LOC551406	XM_623800.6	 cell growth-regulating nucleolar protein 
LOC551411	XM_623804.6	 proteasome maturation protein 
LOC551412	XM_623805.5	 polycomb protein EED 
LOC551413	XM_623806.5	 U3 small nucleolar ribonucleoprotein protein IMP3 
LOC551414	XM_623807.5	 probable 18S rRNA (guanine-N(7))-methyltransferase 
LOC551418	XM_623810.5	 60S ribosomal protein L13a 
LOC551421	XM_623813.6	 tRNA selenocysteine 1-associated protein 1 
LOC551425	XM_623817.6	 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit 
LOC551426	XM_623818.6	 uncharacterized LOC551426 
LOC551427	XM_623819.6	 erlin-1 
LOC551428	XM_623820.6	 facilitated trehalose transporter Tret1-2 homolog 
LOC551431	XM_623824.6	 protein SHQ1 homolog 
LOC551433	XM_623826.6	 uncharacterized LOC551433 
LOC551436	XM_623829.6	 T-complex protein 1 subunit theta 
LOC551438	XM_623831.6	 actin-related protein 1 
LOC551410	XM_623833.6	 COP9 signalosome complex subunit 5 
LOC551441	XM_623834.5	 transmembrane protein 165 
LOC551445	XM_623837.5	 heparin sulfate O-sulfotransferase 
LOC551447	XM_623839.6	 mannose-6-phosphate isomerase 
LOC551452	XM_623844.6	 DNA-directed RNA polymerase II subunit GRINL1A 
LOC551458	XM_623850.6	 leucine-rich repeat-containing protein 20 
LOC412681	XM_623856.6	 dipeptidyl peptidase 9 
LOC551462	XM_623857.5	 sister chromatid cohesion protein PDS5 homolog B 
LOC551466	XM_623861.6	 CAAX prenyl protease 1 homolog 
LOC551470	XM_623865.6	 general transcription factor IIF subunit 2 
LOC551472	XM_623867.5	 trafficking protein particle complex subunit 10 
LOC551477	XM_623872.5	 ER membrane protein complex subunit 6 
LOC551480	XM_623875.6	 WD repeat-containing protein 92 
LOC413718	XM_623877.6	 probable glutamine--tRNA ligase 
LOC551488	XM_623883.6	 uncharacterized LOC551488 
LOC551489	XM_623884.5	 phospholipid phosphatase 5 
LOC551493	XM_623888.6	 pre-mRNA-processing factor 6 
LOC551495	XM_623890.5	 Bardet-Biedl syndrome 5 protein homolog 
LOC551497	XM_623891.5	 lariat debranching enzyme 
LOC551500	XM_623894.5	 phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform 
LOC551501	XM_623895.6	 fringe glycosyltransferase 
LOC551505	XM_623899.6	 ER membrane protein complex subunit 3 
LOC551506	XM_623900.5	 sex combs reduced 
LOC551508	XM_623902.5	 vang-like protein 1 
LOC551509	XM_623903.6	 deubiquitinase OTUD6B 
LOC551511	XM_623905.6	 elongin-B 
LOC551513	XM_623907.6	 citron Rho-interacting kinase 
LOC410114	XM_623909.5	 solute carrier family 23 member 1 
LOC551515	XM_623910.6	 protein real-time 
LOC551516	XM_623911.6	 uncharacterized LOC551516 
LOC551517	XM_623912.6	 beta-TrCP 
LOC551519	XM_623914.6	 uncharacterized LOC551519 
LOC551520	XM_623915.6	 golgin subfamily A member 2 
LOC551521	XM_623916.6	 actin-related protein 5 
LOC551523	XM_623918.6	 adenylate kinase 
LOC551524	XM_623919.5	 zinc carboxypeptidase 
LOC551526	XM_623921.6	 G protein pathway suppressor 2 
LOC551527	XM_623922.6	 acyl-CoA Delta(11) desaturase 
LOC551532	XM_623927.6	 ribosomal L1 domain-containing protein 1 
LOC551535	XM_623930.5	 ero1-like protein 
LOC551537	XM_623932.5	 enoyl-CoA hydratase domain-containing protein 3, mitochondrial 
LOC551538	XM_623933.6	 lysine--tRNA ligase 
LOC551540	XM_623934.5	 replication factor C subunit 2 
LOC551545	XM_623938.6	 reticulon-4-interacting protein 1 homolog, mitochondrial 
LOC551546	XM_623939.6	 BAG family molecular chaperone regulator 2 
LOC494509	XM_623943.6	 malvolio 
LOC551553	XM_623947.6	 facilitated trehalose transporter Tret1 
