Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC409397	-2170.817539	-2170.817539	0	Nova	Random	 signal peptidase complex catalytic subunit SEC11A 	1	1
LOC409403	-4390.245373	-4390.245373	0	Nova	Random	 ubiquitin carboxyl-terminal hydrolase 30 homolog 	1	1
LOC409404	-4731.535213	-4731.535213	0	Nova	Random	 aminoacyl tRNA synthetase complex-interacting multifunctional protein 2-like 	1	1
LOC409406	-1088.95825	-1088.95825	0	Nova	Random	 probable nuclear transport factor 2 	1	1
LOC409408	-11087.480021	-11086.557268	1.84551	Nova	Random	 nuclear valosin-containing protein-like 	0.174306512263134	1
LOC409414	-11202.851853	-11202.668566	0.366574	Nova	Random	 kinectin 	0.544877679888834	1
LOC409417	-11129.978257	-11127.910111	4.13629	Nova	Random	 RING finger protein 10 	0.0419730649438004	1
LOC409422	-20521.119649	-20521.119649	0	Nova	Random	 uncharacterized LOC409422 	1	1
LOC409423	-8270.965985	-8270.965985	0	Nova	Random	 male-specific lethal 1 homolog 	1	1
LOC409424	-6598.853236	-6598.853236	0	Nova	Random	 solute carrier family 2, facilitated glucose transporter member 1 	1	1
LOC409430	-2824.277042	-2824.277042	0	Nova	Random	 serine/threonine-protein phosphatase alpha-2 isoform 	1	1
LOC409438	-5557.660644	-5555.088766	5.14376	Nova	Random	 tumor susceptibility gene 101 protein 	0.0233300666559821	1
LOC409439	-15190.519364	-15188.743165	3.5524	Nova	Random	 protein transport protein Sec24C 	0.0594593903314446	1
LOC409440	-6802.832818	-6802.832818	0	Nova	Random	 armadillo-like helical domain-containing protein 3 	1	1
LOC409442	-3571.848755	-3571.705599	0.286312	Nova	Random	 protein NipSnap 	0.592593638672059	1
LOC409443	-3437.296648	-3436.956448	0.6804	Nova	Random	 serine/threonine-protein phosphatase 2A activator 	0.409449019600133	1
LOC409444	-5524.811688	-5524.811688	0	Nova	Random	 AMP deaminase 2 	1	1
LOC409450	-3061.679977	-3061.679977	0	Nova	Random	 guanine nucleotide-binding protein subunit beta-like protein 	1	1
LOC409451	-1931.515301	-1931.515301	0	Nova	Random	 thioredoxin-2 	1	1
LOC409452	-11654.753503	-11654.753503	0	Nova	Random	 maltase A2 	1	1
LOC409454	-2561.596551	-2561.596551	0	Nova	Random	 glucose-induced degradation protein 8 homolog 	1	1
LOC409457	-32500.13573	-32500.135731	-1.99999e-06	Nova	Random	 eIF-2-alpha kinase activator GCN1 	1	1
LOC409459	-13353.339267	-13351.440085	3.79836	Nova	Random	 lon protease homolog, mitochondrial 	0.0513028087362401	1
LOC409460	-5552.500347	-5552.500347	0	Nova	Random	 bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 	1	1
LOC409462	-3997.202285	-3997.202285	0	Nova	Random	 cyclin-dependent kinase 10 	1	1
LOC409467	-9009.481888	-9009.481888	0	Nova	Random	 sodium-coupled monocarboxylate transporter 2 	1	1
LOC409468	-7749.411087	-7749.411087	0	Nova	Random	 venom metalloproteinase 3 	1	1
LOC409472	-6240.042413	-6237.840507	4.40381	Nova	Random	 protein Smaug homolog 1 	0.0358587344666374	1
LOC409473	-3649.44113	-3638.565725	21.7508	Nova	Random	 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 	3.10460379531611e-06	0.0154050440323585
LOC409474	-20942.923233	-20941.497008	2.85245	Nova	Random	 laminin subunit gamma-1 	0.0912348054441032	1
LOC409475	-11181.187801	-11181.076462	0.222678	Nova	Random	 26S proteasome non-ATPase regulatory subunit 2 	0.637006949045373	1
LOC409476	-5057.943476	-5055.905967	4.07502	Nova	Random	 nuclear cap-binding protein subunit 1 	0.0435217508368097	1
LOC409479	-3794.6738	-3793.488731	2.37014	Nova	Random	 60S ribosomal protein L6 	0.123675959641897	1
LOC409481	-1405.112103	-1405.112103	0	Nova	Random	 ADP-ribosylation factor 1 	1	1
LOC409483	-9900.410414	-9900.395172	0.030484	Nova	Random	 protein lin-54 homolog 	0.861396558992202	1
LOC409486	-2993.873616	-2992.184661	3.37791	Nova	Random	 RNA-binding protein 4.1 	0.0660757953432689	1
LOC409487	-8943.106882	-8943.106882	0	Nova	Random	 probable glutamine-dependent NAD(+) synthetase 	1	1
LOC409489	-1666.541901	-1666.541901	0	Nova	Random	 diphosphoinositol polyphosphate phosphohydrolase 1 	1	1
LOC409492	-6250.069704	-6250.069704	0	Nova	Random	 slowpoke-binding protein 	1	1
LOC409493	-4968.525613	-4968.525613	0	Nova	Random	 zinc finger protein 569 	1	1
LOC409494	-4684.156324	-4683.021596	2.26946	Nova	Random	 methylglutaconyl-CoA hydratase, mitochondrial 	0.131945869819222	1
LOC409497	-11678.774634	-11678.774634	0	Nova	Random	 zinc finger CCCH domain-containing protein 18 	1	1
LOC409498	-8052.929457	-8043.63932	18.5803	Nova	Random	 kinase suppressor of Ras 2 	1.62895249745653e-05	0.0805191219492763
LOC409500	-1749.275898	-1749.189474	0.172848	Nova	Random	 mitochondrial import receptor subunit TOM22 homolog 	0.677593004685982	1
LOC409501	-12028.751958	-12028.422642	0.658632	Nova	Random	 SWI/SNF complex subunit SMARCC2 	0.417043314506824	1
LOC409502	-3977.736814	-3972.538416	10.3968	Nova	Random	 uncharacterized LOC409502 	0.00126233884978095	1
LOC409505	-1697.988457	-1697.988457	0	Nova	Random	 cysteine-rich hydrophobic domain-containing protein 2 	1	1
LOC409508	-3867.629027	-3866.867204	1.52365	Nova	Random	 S-adenosylmethionine mitochondrial carrier protein 	0.217067973977337	1
LOC409510	-2457.915101	-2457.915101	0	Nova	Random	 uncharacterized LOC409510 	1	1
LOC409513	-5041.530491	-5041.530491	0	Nova	Random	 CD9 antigen 	1	1
LOC409514	-742.09586	-742.09586	0	Nova	Random	 uncharacterized LOC409514 	1	1
LOC409517	-7674.125065	-7674.125065	0	Nova	Random	 digestive cysteine proteinase 1 	1	1
LOC409521	-5870.237245	-5869.893423	0.687644	Nova	Random	 hsp70-binding protein 1 	0.406966901531437	1
LOC409522	-8775.914527	-8772.293592	7.24187	Nova	Random	 cell division cycle protein 27 homolog 	0.00712227625672292	1
LOC409525	-4538.21626	-4538.21626	0	Nova	Random	 oxysterol-binding protein-related protein 2 	1	1
LOC409527	-9766.617289	-9733.320165	66.5942	Nova	Random	 TBC domain-containing protein kinase-like protein 	3.33566141583755e-16	1.68117335358213e-12
LOC409531	-2886.509227	-2881.529749	9.95896	Nova	Random	 NECAP-like protein CG9132 	0.0016006845093717	1
LOC409532	-4406.460492	-4406.460492	0	Nova	Random	 NAD-dependent protein deacetylase Sirt2 	1	1
LOC409534	-8052.746467	-8052.746467	0	Nova	Random	 uncharacterized LOC409534 	1	1
LOC409536	-11830.465538	-11830.299872	0.331332	Nova	Random	 arginine-glutamic acid dipeptide repeats protein 	0.564875808886732	1
LOC409543	-7403.054267	-7403.054267	0	Nova	Random	 importin subunit alpha-7 	1	1
LOC409544	-4834.537653	-4834.537653	0	Nova	Random	 ruvB-like 1 	1	1
LOC409547	-4789.845614	-4789.845614	0	Nova	Random	 NSFL1 cofactor p47 	1	1
LOC409548	-6170.438914	-6170.28078	0.316268	Nova	Random	 drebrin-like protein 	0.573859119618114	1
LOC409549	-2890.585411	-2890.570908	0.029006	Nova	Random	 succinate dehydrogenase cytochrome b560 subunit, mitochondrial 	0.86476518392935	1
LOC409550	-5918.433917	-5918.433917	0	Nova	Random	 eukaryotic translation initiation factor 3 subunit D 	1	1
LOC409552	-1795.028818	-1795.028818	0	Nova	Random	 40S ribosomal protein S10 	1	1
LOC409553	-5581.77613	-5581.77613	0	Nova	Random	 pancreatic triacylglycerol lipase 	1	1
LOC409556	-17378.705903	-17373.348267	10.7153	Nova	Random	 protein SMG7 	0.00106253228992066	1
LOC409558	-2029.156279	-2029.156279	0	Nova	Random	 polyadenylate-binding protein 2-B 	1	1
LOC409563	-10716.048495	-10716.048495	0	Nova	Random	 uncharacterized LOC409563 	1	1
LOC409564	-15427.05652	-15425.846815	2.41941	Nova	Random	 ubiquitin conjugation factor E4 A 	0.119840058687652	1
LOC409565	-7325.0929	-7323.093538	3.99872	Nova	Random	 cationic amino acid transporter 3 	0.045534831940596	1
LOC409566	-3104.311207	-3104.311204	6e-06	Nova	Random	 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 	0.998045591906797	1
LOC409569	-6220.918888	-6220.918442	0.000892	Nova	Random	 uncharacterized LOC409569 	0.976173627490875	1
LOC409571	-6317.935005	-6317.764393	0.341224	Nova	Random	 Golgi reassembly-stacking protein 2 	0.559123556592655	1
LOC409573	-4813.643581	-4813.643581	0	Nova	Random	 zinc finger protein 2 homolog 	1	1
LOC409574	-5608.135297	-5608.135297	0	Nova	Random	 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 	1	1
LOC409576	-6374.059419	-6374.059419	0	Nova	Random	 spastin 	1	1
LOC409578	-2506.963144	-2506.963144	0	Nova	Random	 adapter molecule Crk 	1	1
LOC409579	-8379.520779	-8379.520779	0	Nova	Random	 Fanconi anemia group M protein 	1	1
LOC409581	-1977.103584	-1977.103574	2e-05	Nova	Random	 F-actin-capping protein subunit beta 	0.99643176366182	1
LOC409584	-7026.509251	-7026.322346	0.37381	Nova	Random	 UBX domain-containing protein 6 	0.540934781001058	1
LOC409589	-2600.557229	-2600.557229	0	Nova	Random	 60S ribosomal protein L10 	1	1
LOC409590	-3336.571245	-3336.571245	0	Nova	Random	 cyclin-dependent kinase 1 	1	1
LOC409594	-10093.131255	-10093.00452	0.25347	Nova	Random	 dnaJ homolog dnj-5 	0.61464227275862	1
LOC409600	-686.071727	-685.787007	0.56944	Nova	Random	 SPRY domain-containing protein 7 	0.45048153129446	1
LOC409602	-3737.695585	-3737.033438	1.32429	Nova	Random	 circadian clock-controlled protein 	0.2498235787219	1
LOC409603	-12349.289732	-12345.823118	6.93323	Nova	Random	 coiled-coil domain-containing protein 142 	0.00846087511830297	1
LOC409604	-10081.414744	-10081.414744	0	Nova	Random	 nostrin 	1	1
LOC409609	-4779.302261	-4779.302261	0	Nova	Random	 26S proteasome non-ATPase regulatory subunit 4 	1	1
LOC409610	-7476.884994	-7476.884994	0	Nova	Random	 rhotekin-2 	1	1
LOC409611	-7122.838783	-7122.737121	0.203324	Nova	Random	 disintegrin and metalloproteinase domain-containing protein 10 	0.652051081652597	1
LOC409613	-1474.448959	-1474.448959	0	Nova	Random	 GTP-binding protein SAR1 	1	1
LOC409614	-2837.701888	-2837.471999	0.459778	Nova	Random	 group XIIA secretory phospholipase A2 	0.497727743435921	1
LOC409616	-24836.668915	-24830.569067	12.1997	Nova	Random	 uncharacterized protein MAL13P1.304 	0.000477972016786258	1
LOC409620	-10712.213075	-10712.213075	0	Nova	Random	 vacuolar protein sorting-associated protein 8 homolog 	1	1
LOC409622	-10869.439312	-10869.393155	0.092314	Nova	Random	 spermatogenesis-associated protein 20 	0.761255740862618	1
LOC409624	-5265.058682	-5265.058682	0	Nova	Random	 acetyl-coenzyme A synthetase 	1	1
LOC409628	-5764.791647	-5764.593258	0.396778	Nova	Random	 neutral ceramidase 	0.528757940593263	1
LOC409636	-5128.85189	-5128.85189	0	Nova	Random	 uncharacterized LOC409636 	1	1
LOC409637	-3468.527105	-3468.527105	0	Nova	Random	 60S ribosomal protein L23a 	1	1
LOC409638	-4137.208583	-4137.208583	0	Nova	Random	 elongation of very long chain fatty acids protein AAEL008004 	1	1
LOC409642	-3890.840502	-3890.840502	0	Nova	Random	 uncharacterized LOC409642 	1	1
LOC409645	-1590.237248	-1590.237248	0	Nova	Random	 MAPK regulated corepressor interacting protein 2 	1	1
LOC409646	-9289.685357	-9289.685357	0	Nova	Random	 cationic amino acid transporter 3 	1	1
LOC409647	-7707.121014	-7707.121014	0	Nova	Random	 THO complex subunit 1 	1	1
LOC409650	-9190.247291	-9190.07676	0.341062	Nova	Random	 solute carrier organic anion transporter family member 2A1 	0.559216855936803	1
LOC409653	-5692.33855	-5692.33855	0	Nova	Random	 tRNA-splicing ligase RtcB homolog 	1	1
LOC409658	-10969.473526	-10969.473526	0	Nova	Random	 uncharacterized LOC409658 	1	1
LOC409659	-7035.843816	-7035.843816	0	Nova	Random	 protein LTV1 homolog 	1	1
LOC409663	-1661.046515	-1660.958771	0.175488	Nova	Random	 lysozyme 	0.675279804484246	1
LOC409664	-17014.383349	-17014.379311	0.008076	Nova	Random	 erythroid differentiation-related factor 1 	0.928393248689164	1
LOC409665	-8322.537537	-8322.537537	0	Nova	Random	 LIM domain and actin-binding protein 1 	1	1
LOC409666	-11708.233048	-11708.233048	0	Nova	Random	 ABC transporter G family member 20 	1	1
LOC409668	-4750.426847	-4748.98066	2.89237	Nova	Random	 proteasome inhibitor PI31 subunit 	0.0889999145425781	1
LOC409671	-6738.209576	-6738.209565	2.2e-05	Nova	Random	 beta-catenin-like protein 1 	0.996257603403616	1
LOC409672	-4616.470129	-4616.470129	0	Nova	Random	 pinin 	1	1
LOC409674	-4698.094635	-4697.365479	1.45831	Nova	Random	 uncharacterized LOC409674 	0.227199208931204	1
LOC409676	-9871.736584	-9871.736584	0	Nova	Random	 kinesin 2A 	1	1
LOC409688	-4536.859515	-4536.859515	0	Nova	Random	 cleavage stimulation factor subunit 1 	1	1
LOC409690	-5843.984489	-5843.984489	0	Nova	Random	 uncharacterized LOC409690 	1	1
LOC409691	-3416.888473	-3416.888473	0	Nova	Random	 signal peptide peptidase-like 3 	1	1
LOC409693	-3921.157137	-3921.157127	2e-05	Nova	Random	 inositol monophosphatase 1 	0.99643176366182	1
LOC409696	-4059.42912	-4059.42912	0	Nova	Random	 splicing factor 45 	1	1
LOC409699	-3500.969701	-3500.092483	1.75444	Nova	Random	 26S proteasome non-ATPase regulatory subunit 1-like 	0.185319534737871	1
LOC409702	-16567.633537	-16567.633537	0	Nova	Random	 folliculin-interacting protein 2 	1	1
LOC409706	-1734.737257	-1734.737257	0	Nova	Random	 short coiled-coil protein B 	1	1
LOC409712	-5854.112678	-5854.112678	0	Nova	Random	 short/branched chain specific acyl-CoA dehydrogenase, mitochondrial 	1	1
LOC409713	-8135.287093	-8135.287093	0	Nova	Random	 protein hu-li tai shao 	1	1
LOC409714	-17817.048368	-17806.608866	20.879	Nova	Random	 serine-rich adhesin for platelets 	4.89228807271469e-06	0.0242706411287376
LOC409718	-7369.969403	-7369.969403	0	Nova	Random	 PAN2-PAN3 deadenylation complex subunit PAN3 	1	1
LOC409728	-2496.88704	-2496.861783	0.050514	Nova	Random	 40S ribosomal protein S5 	0.822171277147835	1
LOC409733	-6341.96372	-6341.96372	0	Nova	Random	 transcriptional activator Myb 	1	1
LOC409734	-6742.41307	-6739.401788	6.02256	Nova	Random	 nuclear pore glycoprotein p62 	0.0141241444815207	1
LOC409739	-6649.701372	-6649.701372	0	Nova	Random	 motile sperm domain-containing protein 2 	1	1
LOC409743	-17554.548543	-17554.548543	0	Nova	Random	 protein MON2 homolog 	1	1
LOC409752	-15492.6955	-15491.325016	2.74097	Nova	Random	 uncharacterized LOC409752 	0.0978053814617127	1
LOC409753	-7630.389819	-7630.389819	0	Nova	Random	 RING finger protein unkempt homolog 	1	1
LOC409755	-4496.143909	-4496.143909	0	Nova	Random	 beta-parvin 	1	1
LOC409756	-4939.051441	-4939.05144	2e-06	Nova	Random	 vacuolar protein sorting-associated protein 4B 	0.998871621209031	1
LOC409757	-8861.85592	-8860.583296	2.54525	Nova	Random	 ecto-NOX disulfide-thiol exchanger 2 	0.1106263992465	1
LOC409764	-4565.741239	-4565.741239	0	Nova	Random	 uncharacterized LOC409764 	1	1
LOC409765	-4274.163761	-4274.163761	0	Nova	Random	 actin-related protein 6 	1	1
LOC409766	-5060.885707	-5059.007075	3.75726	Nova	Random	 ubiquitin-like modifier-activating enzyme 5 	0.0525786719246407	1
LOC409767	-3562.949989	-3562.949989	0	Nova	Random	 casein kinase II subunit alpha 	1	1
LOC409771	-6629.993712	-6629.993712	0	Nova	Random	 potassium channel subfamily K member 18 	1	1
LOC409773	-5059.601509	-5059.355964	0.49109	Nova	Random	 alcohol dehydrogenase class-3 	0.483441482937793	1
LOC409777	-11729.368345	-11702.06869	54.5993	Nova	Random	 ionotropic receptor 25a 	1.47788269013359e-13	7.4396614621325e-10
LOC409778	-12011.872078	-12010.288403	3.16735	Nova	Random	 storkhead-box protein 2 	0.0751242465647543	1
LOC409782	-4368.693192	-4368.693192	0	Nova	Random	 pikachurin 	1	1
LOC409787	-8511.229238	-8511.229238	0	Nova	Random	 paramyosin, long form 	1	1
LOC409789	-7492.433079	-7492.012457	0.841244	Nova	Random	 uncharacterized peptidase C1-like protein F26E4.3 	0.359041228440173	1
LOC409790	-2715.300747	-2715.300747	0	Nova	Random	 multiple coagulation factor deficiency protein 2 homolog 	1	1
LOC409793	-2167.452926	-2167.452926	0	Nova	Random	 NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial 	1	1
LOC409794	-3464.77813	-3464.77813	0	Nova	Random	 ubiquitin-conjugating enzyme E2 J1 	1	1
LOC409799	-4184.962021	-4184.962021	0	Nova	Random	 ataxin-7-like protein 3 	1	1
LOC409804	-3215.798739	-3215.798739	0	Nova	Random	 serine/threonine-protein phosphatase PP1-beta catalytic subunit 	1	1
LOC409806	-3149.605402	-3149.605387	3e-05	Nova	Random	 integrator complex subunit 12 	0.995629828128502	1
LOC409809	-6792.003876	-6791.823172	0.361408	Nova	Random	 T-complex protein 1 subunit beta 	0.547725306360358	1
LOC409810	-9130.143057	-9130.143057	0	Nova	Random	 anaphase-promoting complex subunit 4 	1	1
LOC409819	-3890.548704	-3889.094612	2.90818	Nova	Random	 JNK1/MAPK8-associated membrane protein 	0.0881312782997691	1
LOC409820	-6703.114471	-6699.319372	7.5902	Nova	Random	 UBX domain-containing protein 7 	0.00586864383932017	1
LOC409822	-2423.11225	-2423.11225	0	Nova	Random	 enhancer of split m7 protein 	1	1
LOC409825	-7265.046488	-7265.046488	0	Nova	Random	 T-complex protein 1 subunit epsilon 	1	1
LOC409826	-19347.288031	-19347.288031	0	Nova	Random	 proteoglycan 4 	1	1
LOC409829	-4793.459377	-4793.459377	0	Nova	Random	 F-box/LRR-repeat protein 20 	1	1
LOC409831	-3170.499326	-3170.319823	0.359006	Nova	Random	 proteasome subunit beta type-6 	0.549058796513315	1
LOC409832	-1655.058835	-1655.058835	0	Nova	Random	 60S ribosomal protein L18a 	1	1
LOC409835	-4865.251145	-4859.303269	11.8958	Nova	Random	 E3 ubiquitin-protein ligase MARCH2 	0.000562606591674101	1
LOC409839	-9757.501672	-9757.501671	2e-06	Nova	Random	 regulator of nonsense transcripts 1 	0.998871621209031	1
LOC409841	-4525.342903	-4525.09739	0.491026	Nova	Random	 nuclear protein localization protein 4 homolog 	0.483469986015377	1
LOC409845	-11234.973089	-11234.973089	0	Nova	Random	 potassium voltage-gated channel subfamily H member 8 	1	1
LOC409846	-8389.20521	-8389.20521	0	Nova	Random	 GMP synthase [glutamine-hydrolyzing] 	1	1
LOC409856	-13364.64649	-13352.62594	24.0411	Nova	Random	 guanine nucleotide-releasing factor 2 	9.43011311606391e-07	0.00468770922999537
LOC409859	-11116.801823	-11116.801823	0	Nova	Random	 DNA replication factor Cdt1 	1	1
LOC409861	-1939.181542	-1939.181542	0	Nova	Random	 nucleoside diphosphate kinase 	1	1
LOC409862	-1045.827326	-1045.827326	0	Nova	Random	 serine/arginine-rich splicing factor 2 	1	1
LOC409865	-16191.375841	-16191.373144	0.005394	Nova	Random	 protein retinal degeneration B 	0.941452919675976	1
LOC409866	-4267.594807	-4267.594806	2e-06	Nova	Random	 eukaryotic initiation factor 4A-III 	0.998871621209031	1
LOC409867	-5760.286141	-5760.286141	0	Nova	Random	 FERM domain-containing protein 8 	1	1
LOC409870	-4749.227771	-4748.597952	1.25964	Nova	Random	 minor histocompatibility antigen H13 	0.261719244671862	1
LOC409872	-5226.556089	-5226.556089	0	Nova	Random	 TRPL translocation defect protein 14 	1	1
LOC409876	-5662.418967	-5660.065446	4.70704	Nova	Random	 interferon regulatory factor 2-binding protein-like B 	0.0300393309941379	1
LOC409877	-3633.613064	-3633.466306	0.293516	Nova	Random	 myeloid leukemia factor 	0.587976154815968	1
LOC409880	-5427.542538	-5427.420986	0.243104	Nova	Random	 26S proteasome non-ATPase regulatory subunit 12 	0.62197317630249	1
LOC409881	-2592.070829	-2592.070829	0	Nova	Random	 myosin regulatory light chain 2 	1	1
LOC409882	-2731.196809	-2728.291762	5.81009	Nova	Random	 TLD domain-containing protein 2 	0.0159344787167892	1
LOC409884	-7439.152375	-7439.152375	0	Nova	Random	 xylulose kinase 	1	1
LOC409886	-2512.650041	-2512.650041	0	Nova	Random	 protein Mo25 	1	1
LOC409887	-4084.668671	-4084.668671	0	Nova	Random	 transcription factor Dp-1 	1	1
LOC409891	-11450.330332	-11449.866139	0.928386	Nova	Random	 cell division cycle and apoptosis regulator protein 1 	0.335282673444227	1
LOC409894	-4232.186785	-4232.186785	0	Nova	Random	 nuclear distribution protein nudE-like 1-A 	1	1
LOC409897	-22233.06266	-22233.06266	0	Nova	Random	 probable multidrug resistance-associated protein lethal(2)03659 	1	1
LOC409908	-2319.008162	-2319.008162	0	Nova	Random	 tyrosine-protein kinase CSK 	1	1
