Gene	AlnLength	Amel	Aflo	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
LOC726439	438	37.44	37.21	41.55	40.64	47.95	46.12	39.27	45.21	46.35	42.69	43.84
LOC726441	561	43.85	46.35	52.23	52.05	54.55	53.65	48.84	51.69	53.83	53.48	51.69
LOC726443	447	28.86	31.54	36.24	36.24	34.90	37.58	32.44	39.82	44.52	32.89	33.78
LOC726449	573	27.23	27.92	30.89	29.84	41.01	31.06	31.06	31.24	35.60	34.21	31.59
LOC726453	468	29.27	28.21	30.98	30.77	38.46	33.97	30.56	33.12	35.90	31.41	33.97
LOC726460	330	37.27	36.06	48.48	46.97	49.09	50.91	42.12	48.79	55.76	48.18	52.12
LOC726461	2349	57.05	57.05	53.85	53.55	54.96	56.02	57.85	54.07	59.68	58.71	55.17
LOC726469	1443	40.47	40.12	41.30	40.61	44.98	42.34	42.69	42.55	45.95	41.03	41.86
LOC726472	651	46.54	45.62	46.39	45.47	52.69	55.30	46.08	51.00	56.22	46.24	49.92
LOC726474	810	26.05	26.42	29.14	29.63	42.84	33.58	28.27	30.86	37.28	28.15	29.63
LOC726476	1026	47.56	45.81	50.19	49.90	56.53	52.14	47.76	54.09	54.09	47.76	53.90
LOC726478	903	47.51	47.73	45.74	45.63	52.16	45.96	44.63	47.51	51.61	42.41	51.72
LOC726480	357	26.89	26.33	28.29	28.57	33.89	33.61	29.41	31.65	36.13	29.69	34.73
LOC726482	2730	32.78	33.04	34.87	34.80	43.19	39.30	34.58	34.98	42.45	35.05	35.49
LOC726483	2670	29.66	30.22	34.79	34.42	41.54	41.87	34.49	39.29	44.12	34.12	37.49
LOC726486	246	40.24	37.40	38.62	38.21	41.06	36.99	36.59	36.59	47.56	46.34	44.72
LOC726488	2688	30.69	30.77	34.60	34.52	39.25	35.97	32.92	35.75	40.66	33.18	35.53
LOC726492	390	32.82	33.59	36.15	35.13	41.54	38.72	34.36	35.90	46.15	37.44	37.18
LOC726494	948	27.85	28.38	33.76	33.12	42.30	35.86	30.38	32.17	39.45	35.65	31.22
LOC726495	597	41.71	39.87	44.56	44.39	51.09	45.90	46.57	48.24	49.25	41.71	51.09
LOC726496	756	32.14	32.94	34.92	34.92	38.89	37.43	33.99	35.85	41.53	36.38	36.77
LOC726497	5970	35.66	35.61	40.45	40.47	46.63	44.04	38.24	41.54	42.08	42.21	39.88
LOC726498	252	29.76	29.76	33.73	35.32	42.46	35.71	29.76	36.11	37.70	33.33	33.33
LOC726500	471	31.42	30.79	31.85	31.21	36.73	35.88	31.63	31.00	40.13	32.48	30.15
LOC726501	735	32.38	32.65	37.28	36.73	41.22	37.41	34.97	36.05	37.82	34.83	36.33
LOC726504	1344	25.15	25.37	34.52	34.30	45.31	39.58	29.84	33.63	40.18	44.20	31.18
LOC726506	459	32.90	32.68	38.78	43.36	41.61	39.43	36.82	37.25	38.56	35.73	38.13
LOC726509	705	28.65	28.51	32.91	33.05	43.40	37.16	32.06	33.90	40.43	33.90	34.47
LOC726513	1632	37.07	37.01	42.22	42.40	48.71	53.74	39.15	50.00	55.82	45.34	47.55
LOC726515	483	25.47	26.29	28.78	28.78	42.65	30.02	29.19	29.40	31.88	26.71	30.23
LOC726522	993	30.82	30.61	35.45	35.85	43.50	39.68	33.74	35.65	45.52	36.66	39.17
LOC726524	10368	34.17	34.26	37.64	37.48	46.42	43.17	36.30	37.87	42.14	36.71	38.36
LOC726525	1284	41.36	40.34	40.65	41.04	42.99	39.02	38.94	41.28	45.64	38.94	47.12
LOC726527	405	30.37	30.86	32.59	32.84	44.20	35.56	29.88	34.81	39.01	34.81	33.83
LOC726529	420	46.43	46.90	52.38	53.10	50.48	55.95	52.62	50.95	57.86	49.52	50.24
LOC726537	2061	28.92	29.11	32.02	31.83	40.08	35.52	31.15	31.05	38.14	31.20	33.43
LOC726540	3336	29.77	30.13	34.23	33.93	42.84	37.35	32.55	33.33	41.04	32.70	33.36
LOC726542	408	39.46	44.61	51.47	45.83	50.74	56.13	42.16	46.32	54.17	45.34	47.55
LOC726543	384	49.48	48.70	49.22	48.70	55.21	56.51	48.96	52.08	48.18	50.26	50.26
LOC726544	1767	44.03	43.18	46.01	44.99	47.93	49.58	47.43	47.03	49.12	48.67	47.20
LOC726547	696	58.19	57.61	53.30	54.17	54.45	56.90	57.47	53.45	56.90	56.18	54.02
LOC726562	2250	30.58	30.58	34.13	34.18	36.98	36.80	33.51	34.36	40.84	33.11	34.84
LOC726564	606	29.87	28.71	32.18	32.18	42.24	36.63	34.49	37.46	41.25	40.92	33.66
LOC726566	2535	27.18	27.14	33.18	32.90	37.55	35.54	31.28	32.47	40.43	31.05	33.45
LOC726568	2601	27.80	27.60	31.37	31.26	39.25	35.76	29.83	30.68	37.41	31.06	32.49
LOC726569	552	32.43	30.80	31.88	31.70	39.13	34.42	31.34	34.42	41.67	32.25	37.68
LOC726570	1206	26.20	26.37	31.67	31.43	42.70	34.00	29.60	32.50	36.40	32.92	30.68
LOC726572	1074	35.10	35.01	46.18	45.90	57.26	49.81	38.27	44.97	53.54	52.79	41.15
LOC726578	864	51.97	51.74	44.91	45.25	52.31	43.75	50.93	47.92	51.62	57.75	49.88
LOC726579	1467	28.08	27.81	35.04	34.42	35.31	37.22	30.47	33.88	40.90	38.58	35.45
LOC726582	2421	48.37	48.78	46.51	46.34	50.31	50.56	49.94	49.44	51.67	46.18	44.98
LOC726583	1782	26.15	26.37	32.27	31.59	37.88	34.85	30.08	31.37	35.02	30.47	32.38
LOC726585	930	32.15	30.65	35.81	35.05	41.51	44.09	36.34	38.28	48.28	32.47	44.30
LOC726586	1956	28.43	28.27	32.77	33.23	39.88	33.38	29.86	33.33	34.05	30.93	32.57
LOC726589	348	29.02	28.45	31.90	32.18	40.52	37.36	32.18	32.76	42.53	33.05	34.20
LOC726590	414	45.89	47.34	44.69	44.44	51.21	47.10	48.07	47.83	49.03	56.28	49.76
LOC726595	2511	34.05	34.37	40.18	39.94	41.46	41.86	37.28	39.11	44.68	42.09	40.50
LOC726597	1788	61.91	61.97	52.01	51.85	51.12	53.30	52.74	54.53	57.05	57.77	53.47
LOC726598	2652	37.59	38.01	43.67	43.48	42.68	46.42	43.82	46.83	50.30	42.72	45.59
LOC726600	1560	40.13	39.42	42.31	41.79	46.73	40.45	44.17	37.56	45.96	39.17	35.13
LOC726601	1656	37.20	37.44	44.08	44.08	47.71	48.79	42.75	48.43	50.48	41.67	43.42
LOC726602	1569	28.68	28.74	31.80	32.50	39.26	37.99	34.67	33.59	47.80	30.53	35.37
LOC726605	654	27.98	27.68	29.97	28.75	40.21	30.28	29.20	28.90	35.63	28.44	33.49
LOC726608	2622	36.00	36.19	37.83	37.83	46.26	41.57	37.41	38.75	47.33	37.80	38.52
LOC726609	489	34.97	34.36	35.17	35.58	53.17	38.85	35.79	36.61	43.97	36.81	35.17
LOC726616	876	38.01	36.99	43.38	43.49	50.23	47.26	41.55	48.40	49.32	40.98	48.17
LOC726617	489	23.11	24.34	28.43	27.81	31.90	31.49	26.99	28.43	33.54	28.63	29.45
LOC726619	474	34.81	35.23	38.19	36.71	40.72	37.13	36.71	36.08	35.86	37.76	36.29
LOC726620	555	36.58	36.76	39.28	39.82	47.39	41.98	39.46	40.36	43.78	41.62	38.74
LOC726626	369	23.85	24.39	30.08	29.00	40.38	33.33	27.37	28.46	37.13	26.56	32.52
LOC726633	3177	30.78	31.22	34.47	34.28	38.65	36.36	33.59	34.72	39.53	32.77	35.19
LOC726636	3366	27.93	28.02	30.63	30.54	36.42	33.24	30.54	31.22	35.29	30.30	32.38
LOC726637	1701	33.33	32.92	39.45	39.27	50.97	43.97	36.21	44.50	45.09	42.09	38.68
LOC726638	1092	27.01	26.37	29.76	29.30	42.12	30.95	30.04	29.30	31.87	29.30	29.21
LOC726642	2661	24.99	24.69	30.74	30.48	35.51	34.08	29.01	30.25	35.02	28.67	31.23
LOC726643	1113	38.10	38.19	45.19	44.56	54.72	47.53	43.58	46.63	49.60	47.80	45.37
LOC726647	1863	26.57	26.62	30.70	30.92	43.26	34.19	29.15	32.05	36.45	29.20	30.43
LOC726648	567	36.68	35.80	39.68	39.68	40.56	43.74	41.27	42.86	48.32	40.04	45.50
LOC726649	804	31.34	31.47	34.58	34.33	44.15	37.06	34.33	35.57	41.42	37.44	35.95
LOC726650	1374	28.24	28.75	31.73	31.37	39.96	35.66	32.53	33.55	42.58	30.57	33.04
LOC726651	3864	25.88	26.35	32.89	32.69	38.98	36.44	30.90	35.69	39.98	31.70	36.90
LOC726653	264	31.06	29.55	29.92	30.68	35.98	34.85	31.44	32.58	37.50	29.92	32.95
LOC726656	1728	30.15	30.61	34.14	33.74	44.50	39.12	33.80	34.61	38.83	34.49	39.81
LOC726657	414	53.14	52.90	55.80	55.80	65.22	63.29	52.90	58.94	58.21	56.04	55.56
LOC726666	240	34.58	32.50	36.25	35.83	46.25	40.42	35.83	36.67	47.50	38.33	37.50
LOC726667	1881	36.10	36.68	40.19	39.66	45.24	48.96	38.65	38.49	43.49	42.16	39.02
LOC726668	735	48.98	48.98	48.57	49.39	53.33	54.29	49.25	50.61	52.65	49.52	51.56
LOC726672	1161	46.25	50.73	40.65	40.05	41.60	51.51	50.73	49.53	53.06	50.39	49.78
LOC726673	1089	26.81	27.27	31.50	31.68	36.55	35.08	29.75	32.69	39.67	33.70	33.88
LOC726677	453	44.81	43.05	45.25	44.15	45.92	48.12	44.59	45.92	53.64	44.15	45.70
LOC726681	1341	53.02	53.54	46.76	46.68	48.84	52.42	46.31	45.94	54.96	45.71	48.62
LOC726682	1650	31.21	31.21	35.45	35.76	45.03	37.88	33.70	36.42	43.15	39.88	36.42
LOC726683	3957	44.60	43.16	46.12	45.82	48.75	52.39	43.16	50.21	56.66	50.59	46.93
LOC726685	1155	24.24	25.11	30.04	29.18	38.61	32.90	27.27	27.71	34.11	33.59	28.40
LOC726689	378	30.16	30.69	36.51	37.30	46.83	38.36	34.13	36.51	39.42	46.03	36.24
LOC726692	408	39.46	44.61	51.47	45.83	50.74	56.13	42.40	46.32	48.53	46.08	43.87
LOC726694	1230	40.98	41.63	43.50	43.58	48.13	47.24	42.20	43.66	45.20	43.98	41.79
LOC726695	876	28.54	29.11	31.85	32.08	49.09	36.64	30.71	33.33	37.21	30.94	34.02
LOC726696	462	33.12	35.06	39.83	40.04	40.04	45.24	45.89	40.91	50.65	42.42	41.34
LOC726697	816	31.62	31.13	36.15	36.64	45.10	39.71	36.52	39.22	46.08	36.89	36.15
LOC726699	2073	53.11	51.13	52.92	52.92	54.41	53.79	53.11	53.55	57.74	53.64	54.32
LOC726703	726	39.53	40.08	38.43	36.78	43.94	37.88	36.23	37.33	40.36	38.29	37.05
LOC726706	1296	36.34	36.34	40.97	40.97	52.08	46.60	39.89	40.51	50.46	44.75	40.66
LOC726708	978	28.63	29.14	32.21	31.80	41.72	34.15	30.78	30.67	37.42	30.06	32.11
LOC726711	381	27.82	28.61	33.07	34.38	39.90	35.17	32.02	32.28	36.48	34.65	34.12
LOC726713	795	30.94	31.19	35.97	35.60	46.92	39.37	32.96	38.74	45.16	35.72	32.45
LOC726718	738	26.69	26.69	31.17	30.76	44.72	34.69	30.08	31.30	39.57	32.11	31.57
LOC726720	450	39.78	39.33	42.44	42.44	47.11	44.00	43.78	45.56	47.33	42.89	46.67
LOC726721	198	34.34	33.84	35.86	34.85	45.96	38.38	33.33	33.84	41.92	37.37	31.82
LOC726722	1518	27.08	28.33	38.01	37.68	49.87	51.32	33.47	37.29	44.20	36.50	37.81
LOC726727	2352	40.48	41.20	44.22	44.39	48.77	46.56	43.75	46.73	49.32	44.05	46.00
LOC726728	5715	30.18	30.38	33.51	33.51	42.78	37.76	32.18	33.98	41.87	34.42	34.98
LOC726729	1131	56.76	55.97	52.70	53.05	58.36	52.34	55.53	55.26	59.15	57.03	55.17
LOC726731	396	22.73	22.98	30.30	30.56	36.11	32.32	26.26	29.55	36.87	27.27	30.56
LOC726733	198	51.52	50.00	46.46	46.46	51.01	52.53	56.06	52.53	52.02	51.52	52.02
LOC726735	2118	31.49	31.82	35.03	35.03	42.02	36.21	35.03	33.71	37.44	32.63	34.99
LOC726736	2202	40.28	40.83	45.14	45.73	49.18	51.54	42.92	46.32	51.73	47.32	42.51
LOC726740	447	27.96	28.86	32.89	34.00	42.51	34.68	30.43	31.77	34.68	33.78	34.23
LOC726742	2373	28.45	28.66	32.03	31.56	37.51	38.10	31.31	32.95	42.48	31.39	33.42
LOC726743	1452	55.99	56.13	58.54	59.57	63.71	61.50	59.64	61.29	62.53	59.57	58.68
LOC726745	597	30.82	30.82	35.34	36.52	36.68	36.35	32.66	33.84	40.70	34.17	32.33
LOC726746	267	30.34	29.59	37.45	37.83	38.95	37.45	36.33	40.45	43.45	36.70	36.33
LOC726747	222	33.78	34.23	35.59	35.59	45.05	39.64	35.59	36.94	39.19	39.64	40.99
LOC726754	804	30.85	30.35	32.84	32.59	38.06	43.91	35.07	37.06	40.92	32.21	32.59
LOC726755	828	42.15	45.77	51.69	51.81	55.43	54.23	52.29	51.45	53.74	56.40	50.72
LOC726756	564	35.99	36.35	38.83	37.77	52.30	37.77	39.01	39.01	42.55	40.96	36.70
LOC726757	315	29.21	27.94	32.38	32.38	35.87	35.24	31.75	32.38	35.24	41.27	33.97
LOC726759	2820	38.94	38.30	38.83	39.36	40.50	42.27	40.14	42.13	49.79	39.01	43.58
LOC726760	1536	24.48	25.07	29.36	29.10	38.35	29.95	28.39	28.65	32.68	28.06	30.21
LOC726770	2022	43.22	44.46	48.71	48.62	51.88	52.32	48.57	47.48	54.80	49.21	49.06
LOC726771	2502	32.17	32.65	34.57	34.49	40.33	38.69	33.81	36.05	38.53	37.41	38.61
LOC726778	2988	34.67	35.14	39.59	39.86	50.07	46.05	38.12	38.19	45.98	44.18	39.56
LOC726780	1098	29.42	30.51	33.06	33.33	32.79	39.34	32.42	36.61	39.98	33.24	38.52
LOC726786	1242	38.81	39.37	46.46	46.86	48.87	48.23	46.78	47.58	47.75	45.89	45.65
LOC726788	501	28.14	28.74	36.13	35.73	44.11	32.14	31.34	32.73	36.73	36.73	34.33
LOC726790	2865	48.34	47.05	49.35	49.49	47.12	50.65	50.92	51.06	55.95	49.46	51.55
LOC726791	4317	33.61	33.22	38.61	38.41	47.65	42.23	35.67	41.37	47.79	39.03	42.55
LOC726800	774	30.49	30.75	33.46	32.82	36.82	36.82	33.98	34.37	39.28	34.88	38.37
LOC726801	1542	33.92	34.18	37.42	36.90	45.98	42.28	36.25	37.68	46.76	45.07	37.16
LOC726804	483	46.38	45.55	47.83	48.03	56.31	53.62	50.93	49.07	56.31	47.20	52.17
LOC726806	1206	27.53	29.02	35.90	36.24	38.72	34.08	31.43	34.91	36.40	32.67	35.16
LOC726811	732	24.18	24.18	29.78	29.10	36.75	31.69	25.55	28.28	33.74	30.05	29.10
LOC726812	1284	27.02	27.41	31.23	30.61	35.44	31.54	30.06	29.28	32.09	29.60	33.10
LOC726814	1299	33.10	33.18	37.41	36.57	45.80	38.18	35.64	38.34	41.49	39.95	37.18
LOC726815	1503	28.34	28.61	31.40	30.61	34.46	34.46	33.27	35.73	40.98	31.07	35.46
LOC726816	1290	36.28	35.66	41.78	41.09	45.81	43.95	38.37	45.04	51.63	45.35	40.39
LOC726817	939	33.33	34.61	39.40	39.51	43.56	44.62	38.66	41.32	50.59	36.74	43.77
LOC726819	1581	27.51	28.08	32.26	31.56	41.24	33.97	30.99	32.51	41.37	29.29	38.84
LOC726822	720	34.44	35.00	37.78	37.78	44.72	43.75	36.81	36.67	42.64	37.36	39.17
LOC726824	993	28.70	29.00	32.83	32.83	40.18	36.76	32.33	32.83	37.46	33.33	33.64
LOC726825	657	54.95	55.71	44.90	43.38	50.38	46.27	48.71	45.05	47.64	41.10	50.23
LOC726826	1326	34.31	34.16	37.63	37.33	43.89	39.59	37.03	37.03	46.08	35.44	39.44
LOC726828	729	31.28	31.55	36.21	36.08	43.76	40.05	34.02	34.16	42.52	36.63	36.35
LOC726829	1044	52.78	54.02	55.36	54.98	58.81	57.57	56.32	55.36	57.95	58.52	57.28
LOC726833	1506	34.93	35.06	36.92	37.32	46.75	39.38	36.25	37.12	43.09	37.65	37.32
LOC726839	1062	51.51	52.82	53.39	53.48	53.20	52.17	49.81	51.41	56.69	50.09	54.24
LOC726841	3441	32.43	33.16	35.45	34.90	42.72	37.66	32.43	37.78	41.62	32.93	36.30
LOC726842	141	56.03	48.94	51.06	51.77	55.32	52.48	56.03	56.74	51.77	55.32	53.90
LOC726850	267	44.57	47.57	48.69	49.06	46.44	53.93	52.81	43.45	52.81	50.94	47.94
LOC726853	1506	44.22	45.42	48.74	48.87	50.86	49.47	50.27	50.27	56.24	48.47	47.21
LOC726857	618	33.66	32.52	40.13	39.48	39.48	41.42	34.14	40.13	43.37	40.13	39.64
LOC726860	363	50.41	50.14	48.48	46.56	50.69	56.20	54.27	50.69	52.89	54.82	50.69
LOC726861	291	43.99	43.99	45.36	46.74	54.30	50.52	42.96	44.33	51.89	48.45	48.80
LOC726862	2856	28.57	29.17	33.54	33.54	33.82	36.34	33.44	37.46	42.16	33.51	34.49
LOC726864	438	37.90	39.50	51.14	50.91	47.03	49.09	53.88	53.65	53.20	56.85	48.40
LOC726867	2457	29.96	30.16	34.96	34.68	45.01	39.76	33.05	33.94	42.21	33.41	36.26
LOC726869	1599	32.65	33.33	37.90	37.90	41.84	43.71	38.27	42.84	43.46	37.59	40.46
LOC726870	1590	31.01	30.94	35.09	34.72	38.87	38.68	32.33	34.91	40.82	33.40	33.08
LOC726871	1479	41.99	42.60	45.03	44.83	51.86	49.70	44.76	48.41	52.20	46.79	48.68
LOC726872	471	30.79	31.63	33.97	34.82	43.31	37.58	31.63	37.15	40.34	37.15	34.82
LOC726874	1944	25.46	26.13	30.56	30.56	41.05	32.15	28.81	30.66	35.70	31.12	30.81
LOC726883	1014	33.04	32.74	35.01	35.21	43.00	38.95	34.71	33.83	37.38	35.11	35.70
LOC726887	720	46.39	47.36	47.64	47.36	51.81	53.75	50.42	52.08	55.42	50.83	50.42
LOC726888	2382	28.55	28.59	31.15	31.28	39.67	34.59	31.49	33.46	41.10	31.99	34.05
LOC726890	663	26.85	27.30	30.02	29.56	46.46	32.58	30.32	32.13	38.46	33.79	31.22
LOC726895	2334	38.56	35.73	40.87	40.92	41.56	43.44	38.77	41.99	44.43	36.68	40.79
LOC726900	720	26.25	26.39	32.22	31.11	41.94	32.64	30.28	31.11	34.86	30.00	30.42
LOC726903	939	60.92	59.42	53.57	53.99	53.57	56.87	58.04	55.59	56.87	57.93	51.76
LOC726904	2175	31.68	32.00	36.83	36.51	48.55	40.37	33.38	37.24	46.25	44.00	37.93
LOC726906	2556	27.11	27.97	32.82	32.79	42.37	37.52	29.85	32.47	38.30	32.43	35.45
LOC726908	8163	29.54	29.95	34.02	33.91	50.48	38.43	32.93	35.99	41.87	35.05	35.17
LOC726914	1167	50.64	48.33	47.30	46.53	52.78	54.41	50.81	52.19	57.75	50.81	55.87
LOC726918	3744	33.17	33.97	38.06	38.01	42.12	43.64	36.35	39.48	45.81	39.56	38.68
LOC726922	1047	33.91	33.62	38.01	37.34	48.52	45.75	35.34	37.73	44.51	36.01	40.97
LOC726923	324	28.40	28.70	32.41	31.48	36.42	35.80	30.25	30.86	35.80	31.48	36.73
LOC726925	1026	34.50	35.19	42.11	41.91	53.31	49.03	41.62	38.79	46.49	38.01	44.35
LOC726928	2283	45.77	45.73	48.45	48.18	55.41	54.71	45.51	50.24	56.24	44.46	51.86
LOC726935	996	46.39	45.98	49.80	49.80	49.90	53.11	51.41	51.10	52.31	48.49	50.30
LOC726941	4782	28.06	28.71	33.17	32.92	42.35	37.56	32.18	36.22	39.59	33.06	34.17
LOC726947	1506	54.85	53.59	56.11	56.57	55.84	58.10	55.31	55.31	58.76	48.67	56.11
LOC726949	4113	31.73	31.90	35.52	35.69	43.03	41.58	34.43	35.06	48.16	35.91	38.10
LOC726952	1329	28.97	28.97	33.63	32.96	42.89	35.52	31.90	32.28	39.58	32.20	33.18
LOC726955	738	33.47	34.15	40.38	39.97	47.56	46.34	35.77	43.63	46.88	38.35	39.70
LOC726957	987	43.87	43.87	44.07	43.97	49.75	48.53	44.88	45.19	47.82	46.40	46.71
LOC726958	504	48.41	49.60	55.16	55.95	51.59	51.59	50.99	52.18	55.75	50.79	51.59
LOC726961	417	20.86	20.14	28.30	28.30	35.97	35.97	23.50	24.94	36.21	23.98	32.13
LOC726962	435	25.75	25.98	25.75	26.44	29.66	28.97	26.67	29.43	30.80	31.95	32.41
LOC726965	1197	57.89	60.82	46.03	46.12	48.62	49.37	49.96	50.63	53.05	48.62	55.97
LOC726972	2514	53.26	50.80	52.51	52.63	59.07	56.92	52.15	53.54	60.14	54.65	58.07
LOC726977	1128	27.57	27.04	30.14	30.14	40.78	36.44	30.76	30.67	38.56	32.71	32.89
LOC726978	249	53.82	53.82	51.81	52.61	59.44	59.04	57.03	54.22	58.23	53.41	51.41
LOC726979	1050	34.95	34.29	42.57	42.38	44.57	48.10	40.86	44.19	48.29	39.90	40.57
LOC726981	666	38.44	37.69	43.84	42.79	48.05	49.70	46.85	47.00	47.60	44.89	48.95
LOC726983	1434	22.73	23.01	27.06	27.27	35.08	30.20	26.22	28.31	30.75	27.34	27.27
LOC726987	111	49.55	49.55	54.05	54.05	54.05	57.66	56.76	55.86	55.86	52.25	48.65
LOC726989	4605	27.34	27.51	31.70	31.77	44.65	39.87	31.05	38.81	43.74	29.45	34.42
LOC726990	762	37.14	38.71	42.26	41.86	46.06	45.14	37.93	44.36	45.41	40.94	48.82
LOC726993	576	49.83	51.39	55.38	55.38	58.16	57.99	56.08	56.60	57.12	58.68	54.34
LOC726997	2595	54.72	55.07	52.52	52.60	52.76	53.22	51.10	51.25	53.83	46.40	51.68
LOC726999	897	44.70	44.04	47.60	46.49	54.29	51.51	44.93	49.83	51.17	45.93	52.06
LOC727000	3459	55.59	53.25	51.63	51.52	55.59	55.59	54.78	51.86	54.21	51.20	54.09
LOC727001	1152	27.86	27.95	29.77	29.86	34.46	32.90	30.82	31.51	33.25	28.65	32.29
LOC727004	540	31.48	31.67	33.70	33.33	40.93	34.07	35.37	33.70	35.74	35.00	35.56
LOC727007	474	44.30	43.46	44.30	43.67	49.37	51.69	49.16	46.62	47.47	43.88	45.99
LOC727008	1977	42.99	41.22	47.65	48.31	51.39	43.40	42.44	44.26	48.76	42.08	46.74
LOC727009	1356	27.43	27.88	33.11	32.01	39.53	35.25	29.94	35.55	37.98	33.55	35.84
LOC727010	735	53.47	57.01	50.20	49.80	50.34	53.47	50.20	53.33	54.83	51.84	50.07
LOC727012	234	41.88	40.60	44.44	44.87	45.30	43.16	38.89	43.16	47.44	43.16	44.02
LOC727014	597	29.98	29.15	34.67	35.34	42.21	38.19	32.66	39.36	38.36	34.51	40.20
LOC727019	549	29.87	30.97	35.88	36.25	44.44	34.61	31.88	36.79	44.63	36.61	34.61
LOC727022	1431	24.53	25.37	32.98	32.56	36.34	32.77	28.93	29.84	33.89	34.17	31.24
LOC727023	720	33.47	33.06	37.50	36.53	37.92	35.69	34.31	34.58	38.75	38.06	36.94
LOC727025	171	35.67	35.67	41.52	39.18	39.77	39.18	35.67	38.01	43.27	37.43	40.35
LOC727027	1821	27.13	27.13	30.48	30.20	36.63	36.68	27.40	30.70	39.10	30.26	31.14
LOC727028	717	53.00	52.44	48.12	48.40	52.02	51.32	53.28	51.74	56.35	48.95	44.91
LOC727030	1677	30.83	31.19	35.00	34.82	46.69	43.77	33.09	36.79	43.47	36.67	32.38
LOC727031	1257	28.24	28.24	32.38	32.38	39.86	32.78	33.97	30.71	36.91	32.06	31.26
LOC727035	1032	42.44	43.60	51.65	52.13	54.46	56.30	53.78	53.97	56.30	51.45	49.81
LOC727048	729	22.63	22.91	27.98	27.57	38.00	31.41	27.30	28.12	31.14	27.43	25.79
LOC727050	1050	27.52	29.14	33.33	33.52	37.62	39.14	30.29	32.95	40.76	33.05	32.76
LOC727071	1128	28.72	28.63	32.09	32.18	41.93	34.22	30.85	30.59	39.72	31.03	32.18
LOC727074	468	30.34	30.56	33.12	32.69	42.52	33.97	30.13	33.12	33.97	30.98	31.62
LOC727078	813	34.81	34.93	38.25	38.25	41.57	43.17	38.38	41.57	45.26	44.28	41.33
LOC727079	1389	33.91	34.27	35.64	35.78	46.00	38.30	35.71	37.51	39.09	35.64	39.24
LOC727088	1161	32.21	31.70	34.63	34.63	36.86	36.35	33.51	33.51	37.73	33.76	35.57
LOC727091	39	53.85	46.15	56.41	51.28	58.97	48.72	58.97	53.85	56.41	28.21	58.97
LOC727101	1122	37.25	36.99	39.75	40.11	50.89	40.82	39.04	40.02	42.60	38.77	39.57
LOC727108	2019	32.29	32.44	36.45	36.31	47.15	37.99	35.02	35.66	38.68	34.87	36.55
LOC727116	423	34.52	34.52	33.33	33.81	39.24	33.33	31.91	33.57	32.62	31.44	38.30
LOC727121	582	52.23	52.41	51.03	51.20	54.81	53.26	50.52	52.92	57.04	55.33	51.37
LOC727122	183	28.42	27.87	33.33	32.79	35.52	32.24	31.69	36.07	42.08	31.69	33.88
LOC727130	876	40.30	40.98	44.86	43.95	46.12	46.80	43.95	44.41	50.00	42.92	47.26
LOC727140	654	29.51	28.29	34.25	34.71	39.91	35.93	31.04	36.54	43.88	37.31	36.70
LOC727142	330	24.85	25.15	29.70	27.88	35.15	28.18	26.36	27.58	31.21	31.52	27.27
LOC727146	1953	40.09	42.40	44.19	43.98	51.36	40.30	44.09	43.57	47.36	42.65	43.83
LOC727150	3894	32.00	32.51	36.90	36.52	45.45	44.71	35.41	37.78	45.92	36.36	37.75
LOC727153	885	33.90	35.03	44.97	43.84	44.41	48.14	41.02	41.81	44.29	40.79	43.05
LOC727156	396	28.03	27.53	33.84	33.08	35.86	33.59	29.29	29.55	33.08	31.31	31.06
LOC727157	240	47.08	47.92	50.83	50.00	53.33	57.92	46.67	50.83	54.58	50.42	45.00
LOC727165	498	61.24	62.45	56.22	56.22	57.83	58.43	61.04	58.63	53.01	57.63	55.02
LOC727168	1809	31.12	31.51	34.38	34.66	43.95	37.26	32.84	33.72	38.64	32.89	35.32
LOC727174	1671	27.95	28.49	33.81	33.27	39.80	40.63	31.42	32.85	42.37	32.62	32.32
LOC727180	2967	24.33	24.54	28.65	28.65	31.92	31.34	27.27	29.26	31.92	27.27	28.08
LOC727186	261	26.05	26.05	31.03	30.65	31.42	34.87	27.97	32.57	37.16	31.03	28.74
LOC727192	2289	27.92	28.66	32.33	32.20	41.76	39.10	31.06	32.02	40.41	31.67	32.42
LOC727199	249	32.53	32.53	36.95	34.94	39.36	38.15	34.14	36.55	38.15	34.14	36.95
LOC727205	1809	28.52	28.86	33.39	33.17	38.47	36.54	32.84	32.89	39.14	31.90	35.71
LOC727210	408	29.17	29.41	36.27	36.52	46.08	35.54	35.05	35.54	41.67	34.80	33.82
LOC727222	1695	30.80	30.56	34.93	34.93	46.55	40.83	33.33	35.93	42.01	44.96	34.87
LOC727228	2688	28.42	28.53	34.64	34.64	40.70	35.71	30.58	35.31	41.41	34.15	33.93
LOC727229	2385	36.39	36.10	38.66	38.74	42.35	42.22	37.48	38.99	43.35	37.86	38.49
LOC727234	357	31.09	30.81	37.82	38.10	50.42	42.02	33.33	38.38	38.10	42.86	36.97
LOC727236	2832	35.56	36.09	38.74	38.77	43.89	39.27	37.04	37.32	50.99	37.92	35.81
LOC727237	927	36.79	38.40	45.42	45.63	46.93	44.23	43.26	43.91	47.79	43.26	45.20
LOC727238	5493	36.43	36.56	43.24	42.65	48.08	50.30	41.84	45.04	52.61	41.76	43.29
